Symbol,Type,Sector,Mcap
BRIGHOTEL,Brighotel Hotel,Consumer Discretionary,2984.8
SANGHVIMOV,Sanghvimov Movers,Services,2970.41
ORISSAMINE,Orissamine Minerals,Commodities,2965.1
PARKHOTELS,Parkhotels Surrend.,Consumer Discretionary,2963.11
SIRCA,Sirca Paints,Consumer Discretionary,2962.6
CARRARO,Carraro India,Consumer Discretionary,2944.65
JASH,Jash Engineering,Industrials,2934.5
TIRUMALCHM,Tirumalchm Chem.,Commodities,2921.28
RELTD,Reltd Energy,Industrials,2909.21
POKARNA,Pokarna https,Consumer Discretionary,2908.32
CAMLINFINE,Camlinfine Fine,Commodities,2903.51
MUTHOOTMF,Muthootmf Microfin,Financial Services,2898.03
VEEDOL,Veedol Corporat,Energy,2893.94
PATELENG,Pateleng Engineerin,Industrials,2890.3
GOCOLORS,Gocolors Fashion (I),Consumer Discretionary,2888.43
SAGCEM,Sagcem Cements,Commodities,2887.09
UTKARSHBNK,Utkarshbnk Small F.,Financial Services,2882.9
HINDWAREAP,Hindwareap Home In,Consumer Discretionary,2861.77
RAMCOIND,Ramcoind Inds.,Commodities,2849.77
SUNDROP,Sundrop Brands,Fast Moving Consumer Goods,2840.1
RAMRAT,Ramrat Ratna Wires,Industrials,2839.51
NOCIL,Nocil https,Commodities,2835.57
FMGOETZE,Fmgoetze Mogul Go,Consumer Discretionary,2834.72
CARYSIL,Carysil https,Consumer Discretionary,2822.6
NRBBEARING,Nrbbearing Bearings,Consumer Discretionary,2816.6
FCL,Fcl Chem,Commodities,2816.35
SAKSOFT,Saksoft https,Information Technology,2809.99
TCPLPACK,Tcplpack Packaging,Industrials,2807.11
ROLEXRINGS,Rolexrings Rings,Consumer Discretionary,2792.29
WSTCSTPAPR,Wstcstpapr Coast Paper,Commodities,2788.63
MAITHANALL,Maithanall Alloys,Commodities,2781.4
YATRA,Yatra Online,Consumer Discretionary,2780.44
IMAGICAA,Imagicaa Enter.,Consumer Discretionary,2780.07
HPL,Hpl Electric,Industrials,2777.96
TEAMLEASE,Teamlease Lease Serv.,Services,2774.5
HIKAL,Hikal https,Healthcare,2771.83
VIKRAN,Vikran Engg.,Industrials,2769.44
PRABHA,Prabha Energy,Energy,2755.3
ROADSTAR,Roadstar Infra,Services,2732.86
VIMTALABS,Vimtalabs Labs,Healthcare,2723.73
POLYPLEX,Polyplex Corpn,Industrials,2722.99
VSSL,Vssl Special,Industrials,2711.89
ARVSMART,Arvsmart SmartSp.,Consumer Discretionary,2703.63
EFCIL,Efcil I),Services,2688.52
EASEMYTRIP,Easemytrip Trip Plann.,Consumer Discretionary,2684.06
SUNCLAY,Sunclay Clayton,Consumer Discretionary,2683.66
RPSGVENT,Rpsgvent Ventures,Services,2682.15
IOLCP,Iolcp Chemicals,Healthcare,2656.36
VENUSPIPES,Venuspipes Pipes,Industrials,2654.52
KRSNAA,Krsnaa Diagnost.,Healthcare,2653.97
KPEL,Kpel P. Energy,Utilities,2653.6
FISCHER,Fischer Medical,Healthcare,2647.11
BAJAJHIND,Bajajhind Hindusthan,Fast Moving Consumer Goods,2646.7
ROSSTECH,Rosstech Techsys,Industrials,2644.54
SMSPHARMA,Smspharma Pharma.,Healthcare,2641.91
GIPCL,Gipcl Inds. Power,Utilities,2629
BCG,Bcg Group,Information Technology,2621.27
REPCOHOME,Repcohome Home Fin,Financial Services,2579.37
SOLARWORLD,Solarworld Ene.,Industrials,2564.1
DALMIASUG,Dalmiasug Bharat,Fast Moving Consumer Goods,2545.97
KALAMANDIR,Kalamandir Silks,Consumer Discretionary,2544.59
JAICORPLTD,Jaicorpltd Corp,Industrials,2543.07
SBCL,Sbcl Bimetal,Industrials,2542.16
ALEMBICLTD,Alembicltd https,Consumer Discretionary,2529.31
EMSLIMITED,Emslimited https,Utilities,2524.95
SOTL,Sotl Oil Tech,Energy,2513.61
TAJGVK,Tajgvk Hotels,Consumer Discretionary,2512.45
HIRECT,Hirect Rectifiers,Industrials,2499.75
JTLIND,Jtlind Industries,Industrials,2498.2
EPACK,Epack Durable,Consumer Discretionary,2492.36
UGROCAP,Ugrocap Capital,Financial Services,2490.29
HONDAPOWER,Hondapower India,Industrials,2488.4
NUCLEUS,Nucleus Soft.,Information Technology,2474.91
LAOPALA,Laopala Opala RG,Consumer Discretionary,2469.41
DIAMONDYD,Diamondyd Snacks,Fast Moving Consumer Goods,2456.51
MTNL,Mtnl T N L,Telecommunication,2455.79
SHK,Shk H Kelkar & Co.,Commodities,2453.95
WINDMACHIN,Windmachin Machines,Industrials,2453.78
BFUTILITIE,Bfutilitie Utilities,Services,2435.8
AUTOAXLES,Autoaxles Axles,Consumer Discretionary,2435.69
MONARCH,Monarch Networth,Financial Services,2431.29
CAPACITE,Capacite Infra.,Industrials,2414.98
DREDGECORP,Dredgecorp Corpn.,Services,2413.19
FILATEX,Filatex India,Consumer Discretionary,2405.66
MOREPENLAB,Morepenlab Labs.,Healthcare,2402.44
XPROINDIA,Xproindia India,Industrials,2398.54
SOLARA,Solara Active,Healthcare,2395.12
EVEREADY,Eveready Inds.,Fast Moving Consumer Goods,2392.95
PRAKASH,Prakash Industri,Commodities,2385.84
INDOCO,Indoco Remedies,Healthcare,2377.8
GVPIL,Gvpil Power,Industrials,2361.8
TCIEXP,Tciexp Express,Services,2353.51
GMBREW,Gmbrew M Breweries,Fast Moving Consumer Goods,2351.17
SHALBY,Shalby https,Healthcare,2347.87
JINDALPOLY,Jindalpoly Poly Film,Industrials,2330.12
HGS,Hgs Global,Services,2329.46
WAAREEINDO,Waareeindo https,Industrials,2316.91
AEROFLEX,Aeroflex https,Industrials,2315.8
FINOPB,Finopb Payments,Financial Services,2313.89
HATHWAY,Hathway Cable,Consumer Discretionary,2308.24
ADFFOODS,Adffoods Foods,Fast Moving Consumer Goods,2304.79
KICL,Kicl Invest.,Financial Services,2301.73
KCP,Kcp C P,Commodities,2300.75
BEPL,Bepl Engg.,Commodities,2296.98
SUMMITSEC,Summitsec Securitie,Financial Services,2296.1
SIMPLEXINF,Simplexinf Infra,Industrials,2285.09
WEL,Wel Electric.,Consumer Discretionary,2281.4
SEAMECLTD,Seamecltd Ltd,Services,2269.81
RAMCOSYS,Ramcosys Systems,Information Technology,2267.13
SDBL,Sdbl Distilleries,Fast Moving Consumer Goods,2265.19
SANGAMIND,Sangamind India,Consumer Discretionary,2258.59
PFS,Pfs India Fin,Financial Services,2257.62
ANZEN,Anzen IYEP Trust,Utilities,2256.23
LANDMARK,Landmark Cars,Consumer Discretionary,2255.99
ANANTAM,Anantam Highways,Services,2252.89
SCILAL,Scilal Land,Financial Services,2249.34
GANECOS,Ganecos Ecosphe.,Consumer Discretionary,2246.3
MBEL,Mbel & B Engineer.,Industrials,2244.23
RAJRATAN,Rajratan Global,Consumer Discretionary,2219.25
SYSTMTXC,Systmtxc Corp.,Financial Services,2216.17
STEELCAS,Steelcas https,Industrials,2210.47
MAYURUNIQ,Mayuruniq Uniquoters,Consumer Discretionary,2199.7
SGFIN,Sgfin Finserve,Financial Services,2195.55
NILKAMAL,Nilkamal Ltd,Consumer Discretionary,2193.6
EIHAHOTELS,Eihahotels Assoc.Hotels,Consumer Discretionary,2192.24
KERNEX,Kernex Microsys.,Services,2178.52
STYLEBAAZA,Stylebaaza Style,Consumer Discretionary,2176.59
SHRINGARMS,Shringarms House,Consumer Discretionary,2170.23
STUDDS,Studds Accessor.,Consumer Discretionary,2168.55
SERVOTECH,Servotech Renew,Industrials,2168.11
UNIPARTS,Uniparts India,Consumer Discretionary,2165.45
RPTECH,Rptech Peripheral,Information Technology,2164.47
RML,Rml Madras),Consumer Discretionary,2161.66
DIGITIDE,Digitide Solutio,Information Technology,2153.79
TVSINVIT,Tvsinvit Infra. Trust,Services,2149.48
SPANDANA,Spandana Sphoort,Financial Services,2147.09
TASTYBITE,Tastybite Bite Eat.,Fast Moving Consumer Goods,2133.02
PANACEABIO,Panaceabio Biotec,Healthcare,2110.22
INSECTICID,Insecticid India,Commodities,2107.68
APCOTEXIND,Apcotexind Industri,Industrials,2104.75
DCXINDIA,Dcxindia Systems,Industrials,2095.01
WHEELS,Wheels India,Consumer Discretionary,2093.92
MOLDTKPAC,Moldtkpac Tek Pack.,Industrials,2091.43
BAJEL,Bajel Projects,Industrials,2089.35
CANTABIL,Cantabil Retail,Consumer Discretionary,2083.84
DOLLAR,Dollar Industrie,Consumer Discretionary,2082.58
IDEAFORGE,Ideaforge Tech,Industrials,2074.69
HITECH,Hitech Tech Pipes,Industrials,2069.72
SOLEX,Solex Energy,Industrials,2067.82
VINCOFE,Vincofe Coffee,Services,2066.96
SASKEN,Sasken Technol.,Information Technology,2058.21
ORIENTHOT,Orienthot Hotels,Consumer Discretionary,2057.92
GOODYEAR,Goodyear India,Consumer Discretionary,2054.39
NOVARTIND,Novartind India,Healthcare,2052.06
STOVEKRAFT,Stovekraft Kraft,Consumer Discretionary,2046.02
RANEHOLDIN,Raneholdin Holdings,Financial Services,2042.44
SULA,Sula Vineyards,Fast Moving Consumer Goods,2035.61
AIMTRON,Aimtron https,Industrials,2028.32
GEOJITFSL,Geojitfsl Fin. Ser.,Financial Services,2027.25
IPL,Ipl Pesticides,Commodities,2019.05
VERANDA,Veranda Learning,Consumer Discretionary,2014.79
AMRUTANJAN,Amrutanjan Healt,Healthcare,2014.19
NDRAUTO,Ndrauto Auto Compon.,Consumer Discretionary,2009.4
YASHO,Yasho Industries,Commodities,1989.22
SPAL,Spal P Apparels,Consumer Discretionary,1984.5
PIXTRANS,Pixtrans Transmission,Industrials,1983.3
INDIANHUME,Indianhume Hume Pipe,Industrials,1979.03
RMDRIP,Rmdrip M Drip & Sprin,Industrials,1975.42
ACCELYA,Accelya Solution,Information Technology,1970.12
NITCO,Nitco https,Consumer Discretionary,1966.38
GARUDA,Garuda Cons,Industrials,1959.54
MOBIKWIK,Mobikwik Mobikwik,Financial Services,1958.14
DCW,Dcw https,Commodities,1956.62
MANGLMCEM,Manglmcem Cement,Commodities,1948.31
CAPINVIT,Capinvit Infra,Industrials,1947.58
MUFIN,Mufin Green,Financial Services,1945.65
BLSE,Blse E-Services,Information Technology,1944.26
GENESYS,Genesys Intl.,Information Technology,1942.15
NELCO,Nelco https,Information Technology,1932.97
MSPL,Mspl Steel & Pow.,Industrials,1920.35
COSMOFIRST,Cosmofirst First,Industrials,1917.29
HINDOILEXP,Hindoilexp Oil Explor.,Energy,1907.24
INDNIPPON,Indnippon Nipp.Elec.,Consumer Discretionary,1899.66
TIL,Til https,Industrials,1895.83
MUKANDLTD,Mukandltd https,Commodities,1886.8
DIVGIITTS,Divgiitts Torq,Consumer Discretionary,1885.64
ADOR,Ador Welding,Industrials,1880.69
NITINSPIN,Nitinspin Spinners,Consumer Discretionary,1880.56
VENKEYS,Venkeys India),Fast Moving Consumer Goods,1870.47
DELTACORP,Deltacorp Corp,Consumer Discretionary,1845.57
ASTEC,Astec Lifescienc,Commodities,1842.14
RHETAN,Rhetan TMT Ltd,Industrials,1840.81
VIDHIING,Vidhiing Specialty,Commodities,1837.97
THEJO,Thejo Engg.,Industrials,1837.28
PANAMAPET,Panamapet Petrochem,Energy,1830.88
ASALCBR,Asalcbr Alcohols,Fast Moving Consumer Goods,1815.55
VMARCIND,Vmarcind Marc India,Industrials,1813.84
INDOTECH,Indotech Tech.Trans.,Industrials,1811.47
VINDHYATEL,Vindhyatel Telelink,Telecommunication,1808.17
SALASAR,Salasar Techno,Industrials,1805.65
SPECTRUM,Spectrum Electr.,Industrials,1800.43
ALLTIME,Alltime Time Plastic,Consumer Discretionary,1797.32
SOMANYCERA,Somanycera Ceramics,Consumer Discretionary,1796.74
HMT,Hmt https,Industrials,1789.27
ARMANFIN,Armanfin Financial,Financial Services,1783.57
SPIC,Spic P I C,Commodities,1776.15
MOL,Mol Organi.,Commodities,1773.34
COOLCAPS,Coolcaps Caps,Industrials,1762.9
DYCL,Dycl Cables,Industrials,1739.73
SANSTAR,Sanstar https,Fast Moving Consumer Goods,1738.71
TAC,Tac Infosec,Information Technology,1734.9
TALBROAUTO,Talbroauto Auto.,Consumer Discretionary,1724.41
SUMEETINDS,Sumeetinds Industrie,Consumer Discretionary,1717.84
GTLINFRA,Gtlinfra Infra.,Telecommunication,1716.53
MONTECARLO,Montecarlo Carlo Fas.,Consumer Discretionary,1710.37
ANTELOPUS,Antelopus Selan,Energy,1706.78
PRECAM,Precam Camshf,Consumer Discretionary,1700.37
JINDRILL,Jindrill Drilling,Energy,1697.15
