Symbol,Type,Sector,Mcap
LTIM,Ltim https,Information Technology,175772.43
HINDALCO,Hindalco Inds.,Commodities,174810.52
ADANIGREEN,Adanigreen Green,Utilities,169853.67
DIVISLAB,Divislab Lab.,Healthcare,169149.1
HDFCLIFE,Hdfclife Life Insur.,Financial Services,164599.47
TVSMOTOR,Tvsmotor Motor Co.,Consumer Discretionary,163548.38
BPCL,Bpcl P C L,Energy,158181.88
IRFC,Irfc R F C,Financial Services,155606.92
SHRIRAMFIN,Shriramfin Finance,Financial Services,155026.46
TRENT,Trent https,Consumer Discretionary,154962.3
VBL,Vbl Beverages,Fast Moving Consumer Goods,151445.04
PIDILITIND,Pidilitind Inds.,Commodities,149797.56
BANKBARODA,Bankbaroda of Baroda,Financial Services,146944.25
MUTHOOTFIN,Muthootfin Finance,Financial Services,145881.22
TECHM,Techm Mahindra,Information Technology,143108.6
PNB,Pnb Natl.Bank,Financial Services,140650.51
CHOLAFIN,Cholafin Inv.&Fn,Financial Services,140196.15
BRITANNIA,Britannia Inds.,Fast Moving Consumer Goods,140014.33
AMBUJACEM,Ambujacem Cements,Commodities,135344.69
TATACAP,Tatacap Capital,Financial Services,134562.14
TMPV,Tmpv Motors PVeh,Consumer Discretionary,133410.99
CANBK,Canbk Bank,Financial Services,132303.37
BAJAJHLDNG,Bajajhldng Holdings,Financial Services,129544.42
TORNTPHARM,Torntpharm Pharma.,Healthcare,124884.8
SOLARINDS,Solarinds Industries,Commodities,124558.72
TATAPOWER,Tatapower Power Co.,Utilities,123691.51
CIPLA,Cipla https,Healthcare,122138.82
PFC,Pfc Fin.Corpn.,Financial Services,121988.4
GAIL,Gail India),Energy,120487.71
CUMMINSIND,Cumminsind India,Industrials,120115.09
HEROMOTOCO,Heromotoco Motocorp,Consumer Discretionary,120081.97
TMCV,Tmcv Motors,Industrials,119473.88
ENRIN,Enrin Ener.Ind,Industrials,118694.95
LODHA,Lodha Developers,Consumer Discretionary,117371.13
TATACONSUM,Tataconsum Consumer,Fast Moving Consumer Goods,117172.81
ADANIENSOL,Adaniensol Energy Sol,Utilities,117118.71
BSE,Bse https,Financial Services,116251.08
MOTHERSON,Motherson Mothe.,Consumer Discretionary,115836.07
HDFCAMC,Hdfcamc AMC,Financial Services,115530.84
UNIONBANK,Unionbank Bank (I),Financial Services,115251.18
GODREJCP,Godrejcp Consumer,Fast Moving Consumer Goods,115069.13
MAXHEALTH,Maxhealth Healthcare,Healthcare,114944.86
INDIANB,Indianb Bank,Financial Services,114630.46
POLYCAB,Polycab India,Industrials,113310.99
SIEMENS,Siemens https,Industrials,113072.85
CGPOWER,Cgpower Power & Ind,Industrials,111849.53
LGEINDIA,Lgeindia Electronics,Consumer Discretionary,111484.88
MAZDOCK,Mazdock Dock,Industrials,110765.24
GMRAIRPORT,Gmrairport Airports,Services,109866.14
ABB,Abb B B,Industrials,108095.91
IDEA,Idea Idea,Telecommunication,108018.01
IDBI,Idbi Bank,Financial Services,107729.68
BOSCHLTD,Boschltd https,Consumer Discretionary,107590.81
INDUSTOWER,Industower Towers,Telecommunication,106988.99
APOLLOHOSP,Apollohosp Hospitals,Healthcare,106297.02
JINDALSTEL,Jindalstel Steel,Commodities,105901.79
INDHOTEL,Indhotel Hotels Co,Consumer Discretionary,104401.64
DRREDDY,Drreddy Reddy's Labs,Healthcare,103897.58
UNITDSPR,Unitdspr Spirits,Fast Moving Consumer Goods,103840.57
HINDPETRO,Hindpetro P C L,Energy,100359.45
ICICIGI,Icicigi Lombard,Financial Services,99782.57
PERSISTENT,Persistent Systems,Information Technology,99365.62
BHEL,Bhel H E L,Industrials,98368.29
GROWW,Groww https,Financial Services,97500.04
SWIGGY,Swiggy https,Consumer Discretionary,96275.84
POWERINDIA,Powerindia Energy,Industrials,96104.53
MARICO,Marico https,Fast Moving Consumer Goods,96099.53
SHREECEM,Shreecem Cement,Commodities,95560.95
RECLTD,Recltd Ltd,Financial Services,94309.04
ZYDUSLIFE,Zyduslife Lifesci.,Healthcare,93046.31
LUPIN,Lupin https,Healthcare,92697.6
MANKIND,Mankind Pharma,Healthcare,92645.93
WAAREEENER,Waareeener Energies,Industrials,91669.06
DABUR,Dabur India,Fast Moving Consumer Goods,91469.04
DIXON,Dixon Technolog.,Consumer Discretionary,90777.95
HAVELLS,Havells India,Consumer Discretionary,90362.79
ICICIPRULI,Icicipruli Pru Life,Financial Services,88379.11
BAJAJHFL,Bajajhfl Housing,Financial Services,87980.73
BHARTIHEXA,Bhartihexa Hexacom,Telecommunication,87924.3
NAUKRI,Naukri Edg.(India),Consumer Discretionary,86974.81
ABCAPITAL,Abcapital Birla Cap,Financial Services,85159.33
ASHOKLEY,Ashokley Leyland,Industrials,84953.95
JSWENERGY,Jswenergy Energy,Utilities,84671.35
SRF,Srf https,Commodities,84125.42
POLICYBZR,Policybzr Fintech.,Financial Services,83665.42
SBICARD,Sbicard Cards,Financial Services,83612.81
NTPCGREEN,Ntpcgreen Green Ene.,Utilities,81844.94
PAYTM,Paytm https,Financial Services,80930.64
NHPC,Nhpc Ltd,Utilities,79194.73
NYKAA,Nykaa E-Commerce,Consumer Discretionary,77109.4
SUZLON,Suzlon Energy,Industrials,74957.43
IOB,Iob O B,Financial Services,74813
GVT&D,Gvt&D Vernova T&D,Industrials,74392.97
UNOMINDA,Unominda Minda,Consumer Discretionary,74273.6
PRESTIGE,Prestige Estates,Consumer Discretionary,72701.29
LENSKART,Lenskart Solut.,Consumer Discretionary,72430.85
LTF,Ltf Finance Ltd,Financial Services,72189.79
OFSS,Ofss Fin.Serv.,Information Technology,71088.49
AUROPHARMA,Auropharma Pharma,Healthcare,70620.33
YESBANK,Yesbank Bank,Financial Services,70343.91
FORTIS,Fortis Health.,Healthcare,69520.5
OIL,Oil India,Energy,69146.89
AUBANK,Aubank Small Finance,Financial Services,68320.75
ALKEM,Alkem Lab,Healthcare,68123.96
BERGEPAINT,Bergepaint Paints,Consumer Discretionary,67557.98
BHARATFORG,Bharatforg Forge,Consumer Discretionary,67443.55
IDFCFIRSTB,Idfcfirstb First Bank,Financial Services,67318.21
ATGL,Atgl Total Gas,Energy,66786.21
GICRE,Gicre Insuranc,Financial Services,66606.66
COROMANDEL,Coromandel Inter,Commodities,66502.74
BANKINDIA,Bankindia of India,Financial Services,66254.5
INDUSINDBK,Indusindbk Bank,Financial Services,65948.7
RVNL,Rvnl Vikas,Industrials,65469.63
TORNTPOWER,Torntpower Power,Utilities,65101.36
LLOYDSME,Lloydsme Metals,Commodities,64671.64
MRF,Mrf https,Consumer Discretionary,64641.85
NMDC,Nmdc https,Commodities,64637.33
UPL,Upl https,Commodities,63328.58
GODREJPROP,Godrejprop Propert.,Consumer Discretionary,63010.38
PATANJALI,Patanjali Foods,Fast Moving Consumer Goods,62969.39
ABBOTINDIA,Abbotindia India,Healthcare,62925.26
JSL,Jsl Stain.,Commodities,62110.33
SCHAEFFLER,Schaeffler India,Consumer Discretionary,62078.68
HDBFS,Hdbfs FINANC SER,Financial Services,61242.39
VMM,Vmm Mega Mart,Consumer Discretionary,61180.74
PHOENIXLTD,Phoenixltd Mills,Consumer Discretionary,60689.1
FEDERALBNK,Federalbnk Bank,Financial Services,60333.5
OBEROIRLTY,Oberoirlty Realty,Consumer Discretionary,60300.12
COFORGE,Coforge https,Information Technology,60172.8
COLPAL,Colpal Palmoliv,Fast Moving Consumer Goods,59286.07
MFSL,Mfsl Financial,Financial Services,57244.43
FACT,Fact A C T,Commodities,57145.72
MOTILALOFS,Motilalofs Oswal.Fin.,Financial Services,56967.11
JSWINFRA,Jswinfra Infrast,Services,56679.04
NAM-INDIA,Nam-India Life Ind.,Services,56144.47
TIINDIA,Tiindia Investments,Consumer Discretionary,55862.17
BDL,Bdl Dynamics,Industrials,55460.59
SAIL,Sail A I L,Commodities,55398.12
IRCTC,Irctc R C T C,Consumer Discretionary,55224.14
TATACOMM,Tatacomm Comm,Telecommunication,54737.09
BIOCON,Biocon https,Healthcare,53043.98
KRT,Krt Realty,Realty,52854.15
LAURUSLABS,Lauruslabs Labs,Pharma,52800.33
MPHASIS,Mphasis https,Information Technology,52288.41
SUNDARMFIN,Sundarmfin Finance,Financial Services,52266.14
PIIND,Piind I Industries,Commodities,52002.13
GLENMARK,Glenmark Pharma.,Healthcare,51943.9
KALYANKJIL,Kalyankjil Jewellers,Consumer Discretionary,51266.16
LINDEINDIA,Lindeindia India,Commodities,50905.58
MCX,Mcx Comm. Exc.,Financial Services,49381.97
APLAPOLLO,Aplapollo Apollo Tubes,Industrials,47968.56
M&MFIN,M&Mfin & M Fin. Serv.,Financial Services,47613.46
VOLTAS,Voltas https,Consumer Discretionary,46199.62
360ONE,360One https,others,46134.27
HUDCO,Hudco U D C O,Financial Services,46038
NATIONALUM,Nationalum Aluminium,Commodities,46008.54
UBL,Ubl Breweries,Fast Moving Consumer Goods,45660.12
AIIL,Aiil Invest,Financial Services,45335.6
LTTS,Ltts Technology,Information Technology,45250.49
MAHABANK,Mahabank of Maha,Financial Services,45126.49
GODFRYPHLP,Godfryphlp Phillips,Fast Moving Consumer Goods,45055.24
BALKRISIND,Balkrisind Inds,Consumer Discretionary,44873.09
PREMIERENE,Premierene Energies,Industrials,44846.16
COCHINSHIP,Cochinship Shipyard,Industrials,44681.2
SUPREMEIND,Supremeind Inds.,Industrials,44134.52
RADICO,Radico Khaitan,Fast Moving Consumer Goods,43799.3
HEXT,Hext Tech.,Information Technology,43596.29
JKCEMENT,Jkcement K Cements,Commodities,43461.8
ITCHOTELS,Itchotels Hotels,Consumer Discretionary,43458.69
PAGEIND,Pageind Industries,Consumer Discretionary,43400.88
GLAXO,Glaxo Pharma,Healthcare,42320.15
PGHH,Pghh & G Hygiene,Fast Moving Consumer Goods,41780.83
NH,Nh Hrudaya,Healthcare,41716.73
PETRONET,Petronet LNG,Energy,41272.5
EMBASSY,Embassy Off.REIT,Consumer Discretionary,41009.52
IREDA,Ireda Renewable,Financial Services,40565.35
ESCORTS,Escorts Kubota,Industrials,40446.77
3MINDIA,3Mindia India,Diversified,40017
KAYNES,Kaynes Tech,Industrials,39461
KEI,Kei Industries,Industrials,39052.92
ASTRAL,Astral https,Industrials,39033.46
CONCOR,Concor Corpn.,Services,38933.91
JUBLFOOD,Jublfood Food.,Consumer Discretionary,38838.62
PWL,Pwl https,Consumer Discretionary,38675.58
UCOBANK,Ucobank Bank,Financial Services,38496.45
PIRAMALFIN,Piramalfin Finance.,Financial Services,38428.77
POONAWALLA,Poonawalla Fin,Financial Services,38299.54
FLUOROCHEM,Fluorochem Fluoroch,Commodities,38214.67
ENDURANCE,Endurance Tech.,Consumer Discretionary,38107.51
TATAINVEST,Tatainvest Inv.Corpn.,Financial Services,37956.97
DALBHARAT,Dalbharat BharatLtd,Commodities,37675.3
KPRMILL,Kprmill P R Mill Ltd,Consumer Discretionary,37214.84
APARINDS,Aparinds Inds.,Industrials,36840.35
IPCALAB,Ipcalab Labs.,Healthcare,36666.76
BLUESTARCO,Bluestarco Star,Consumer Discretionary,36476.61
ANTHEM,Anthem Bioscienc,Healthcare,35648.58
AWL,Awl Agri Busine.,Fast Moving Consumer Goods,35624.2
GODREJIND,Godrejind Industrie,Diversified,35352.56
AIAENG,Aiaeng Engineering,Industrials,34892.64
CHOLAHLDNG,Cholahldng Financial,Financial Services,34622.61
CENTRALBK,Centralbk Bank,Financial Services,34431.53
ACC,Acc https,Commodities,34405.04
THERMAX,Thermax https,Industrials,34387
NLCINDIA,Nlcindia India,Utilities,34069.24
ASTERDM,Asterdm DM Health.,Healthcare,33708.49
CDSL,Cdsl D S L,Financial Services,33653.18
TATAELXSI,Tataelxsi Elxsi,Information Technology,33086.37
CRISIL,Crisil https,Financial Services,33075.15
MEDANTA,Medanta Health,Healthcare,32986.05
APOLLOTYRE,Apollotyre Tyres,Consumer Discretionary,32555.12
GODIGIT,Godigit Digit General,Financial Services,32354.14
GRSE,Grse Reach Sh.,Industrials,32267.04
MSUMI,Msumi Wiring,Consumer Discretionary,32077.81
KPITTECH,Kpittech Technologi.,Information Technology,32066.11
EXIDEIND,Exideind Inds.,Consumer Discretionary,31913.13
SJVN,Sjvn https,Utilities,31835.35
SONACOMS,Sonacoms BLW Precis.,Consumer Discretionary,31297.31
DELHIVERY,Delhivery https,Services,31279.64
METROBRAND,Metrobrand Brands,Consumer Discretionary,31142.77
AJANTPHARM,Ajantpharm Pharma,Healthcare,31028.06
NAVINFLUOR,Navinfluor Fluo.Intl.,Commodities,30601.26
NBCC,Nbcc https,Industrials,30415.19
HINDCOPPER,Hindcopper Copper,Commodities,30388.35
HONAUT,Honaut Auto,Industrials,30136.37
LICHSGFIN,Lichsgfin Housing Fin.,Financial Services,30025.24
MRPL,Mrpl R P L,Energy,29848.39
GLAND,Gland Pharma,Healthcare,29824.17
TVSHLTD,Tvshltd Holdings,Financial Services,29250.62
AEGISVOPAK,Aegisvopak Vopak Term,Energy,28929.84
STARHEALTH,Starhealth Health Insu,Financial Services,28916.64
NIACL,Niacl India Assura,Financial Services,28780.3
ITI,Iti https,Telecommunication,28620.54
MINDSPACE,Mindspace Busine,Consumer Discretionary,28436.04
IGL,Igl Gas,Energy,28197.41
NHIT,Nhit High,Services,27987.5
GUJGASLTD,Gujgasltd Gas,Energy,27429.08
TATATECH,Tatatech Technolog.,Information Technology,27206.95
JBCHEPHARM,Jbchepharm B Chemicals &,Healthcare,27157.12
PINELABS,Pinelabs Labs,Financial Services,27106.31
GILLETTE,Gillette India,Fast Moving Consumer Goods,26968.14
IKS,Iks Knowl,Information Technology,26944.74
AEGISLOG,Aegislog Logistics,Energy,26881
KIMS,Kims Institu.,Healthcare,26805.34
ATHERENERG,Atherenerg Energy,Consumer Discretionary,26407.13
IRB,Irb Infra.Devl.,Industrials,26390.32
LALPATHLAB,Lalpathlab Lal Pathlabs,Healthcare,26346.68
NUVAMA,Nuvama Wealth,Financial Services,26304.31
PTCIL,Ptcil Industries,Industrials,25813.02
EMCURE,Emcure Pharma,Healthcare,25636.1
FSL,Fsl Solu.,Services,25406.91
SYNGENE,Syngene Intl.,Healthcare,25358.96
AMBER,Amber Enterp.,Consumer Discretionary,25311.02
ASAHIINDIA,Asahiindia India Glas,Consumer Discretionary,25050.68
PPLPHARMA,Pplpharma Pharma,Healthcare,25032.45
ANGELONE,Angelone One,Financial Services,24954.43
HBLENGINE,Hblengine Engineering,Industrials,24877.64
ZFCVINDIA,Zfcvindia Commercial,Consumer Discretionary,24628.99
NXST,Nxst Select,Consumer Discretionary,24261.33
AFFLE,Affle i,Information Technology,24185.22
BANDHANBNK,Bandhanbnk Bank,Financial Services,24016.43
KARURVYSYA,Karurvysya Vysya Bank,Financial Services,23914.58
RAMCOCEM,Ramcocem Ramco Cement,Commodities,23876.14
INOXWIND,Inoxwind Wind,Industrials,23806.49
ANANDRATHI,Anandrathi Rathi Wea.,Financial Services,23721.02
MANAPPURAM,Manappuram Fin.,Financial Services,23463.02
EIHOTEL,Eihotel https,Consumer Discretionary,23422.99
HATSUN,Hatsun Agro,Fast Moving Consumer Goods,23302.88
PNBHOUSING,Pnbhousing Housing,Financial Services,23111.02
TIMKEN,Timken India,Industrials,23083.57
DEEPAKNTR,Deepakntr Nitrite,Commodities,23063.48
SHYAMMETL,Shyammetl Metalics,Industrials,23005.39
IIFL,Iifl Finance,Financial Services,22951.3
PFIZER,Pfizer https,Healthcare,22923.11
WELCORP,Welcorp Corp,Industrials,22886.21
CESC,Cesc https,Utilities,22764.94
SAGILITY,Sagility https,Information Technology,22704.11
ERIS,Eris Lifescience,Healthcare,22668.61
JYOTICNC,Jyoticnc CNC Auto.,Industrials,22571.74
SUMICHEM,Sumichem Chemi.,Commodities,22561.28
COHANCE,Cohance Life,Healthcare,22546.62
ASTRAZEN,Astrazen Phar,Healthcare,22524.01
EMAMILTD,Emamiltd https,Fast Moving Consumer Goods,22448.78
FORCEMOT,Forcemot Motors,Consumer Discretionary,22270.47
REDINGTON,Redington https,Services,22238.55
HSCL,Hscl Special,Commodities,22211.65
ANANTRAJ,Anantraj Raj,Consumer Discretionary,21966.91
BRIGADE,Brigade Enterpr.,Consumer Discretionary,21958.79
ECLERX,Eclerx Services,Services,21892.29
CREDITACC,Creditacc Gram.,Financial Services,21691.63
KIOCL,Kiocl https,Commodities,21433.18
WOCKPHARMA,Wockpharma https,Healthcare,21310.82
NEULANDLAB,Neulandlab Labs.,Healthcare,21298.36
ABSLAMC,Abslamc AMC,Financial Services,21212.6
SUNTV,Suntv TV Network,Consumer Discretionary,21144.61
PSB,Psb & Sind Bank,Financial Services,21095.32
KPIL,Kpil Proj.,Industrials,21033.23
BIRET,Biret India,Consumer Discretionary,20967.87
AADHARHFC,Aadharhfc Hsg. Fin.,Financial Services,20933.59
URBANCO,Urbanco Company,Consumer Discretionary,20710.95
TATACHEM,Tatachem Chemicals,Commodities,20635.56
BAYERCROP,Bayercrop Crop Sci.,Commodities,20463.29
SUNDRMFAST,Sundrmfast Fasten.,Consumer Discretionary,19993.77
DCMSHRIRAM,Dcmshriram Shriram,Diversified,19718.3
CHALET,Chalet Hotels,Consumer Discretionary,19591.51
CPPLUS,Cpplus Infotech,Industrials,19572.06
CAMS,Cams Services,Financial Services,19554.5
CUB,Cub Union Bank,Financial Services,19479.85
ABREL,Abrel B Real Estate,Commodities,19459.47
JSWHL,Jswhl Holdings,Financial Services,19277.37
TENNIND,Tennind Clean,Consumer Discretionary,19191.52
RBLBANK,Rblbank Bank,Financial Services,19153.12
BASF,Basf India,Commodities,19033.61
POLYMED,Polymed Medicure,Healthcare,18997.37
KANSAINER,Kansainer Nerolac,Consumer Discretionary,18812.77
NETWEB,Netweb Technol.,Information Technology,18730.95
CASTROLIND,Castrolind India,Energy,18694.43
ONESOURCE,Onesource Speci.,Healthcare,18664.26
KEC,Kec International,Industrials,18614.03
TBOTEK,Tbotek Tek,Consumer Discretionary,18590.67
CUBEINVIT,Cubeinvit Highways,Services,18548.16
OLAELEC,Olaelec Electric,Consumer Discretionary,18476.97
CHAMBLFERT,Chamblfert Fert.,Commodities,18387.91
KFINTECH,Kfintech Technolog.,Financial Services,18366.68
CGCL,Cgcl Global,Financial Services,18304.76
FIVESTAR,Fivestar Star Bus.Fi,Financial Services,18221.33
ABDL,Abdl Blenders,Fast Moving Consumer Goods,18177.14
EIDPARRY,Eidparry Parry,Fast Moving Consumer Goods,18126.62
SAILIFE,Sailife Life,Healthcare,18099
DEEPAKFERT,Deepakfert Fertilis.,Commodities,17910.55
INDIGRID,Indigrid Trust,Utilities,17897.75
BIKAJI,Bikaji Foods,Fast Moving Consumer Goods,17896.81
DEVYANI,Devyani Intl.,Consumer Discretionary,17791.53
TRAVELFOOD,Travelfood Food,Consumer Discretionary,17773.45
APLLTD,Aplltd Pharma,Healthcare,17724.13
SCHNEIDER,Schneider Elect.,Industrials,17712.78
ATUL,Atul https,Commodities,17584.6
ARE&M,Are&M Raja Ener.,Consumer Discretionary,17462.37
SARDAEN,Sardaen Energy,Commodities,17268.44
CROMPTON,Crompton Gr. Con,Consumer Discretionary,17215.06
KAJARIACER,Kajariacer Ceramics,Consumer Discretionary,17162.43
TRITURBINE,Triturbine Turbine,Industrials,17134.12
JSWCEMENT,Jswcement Cement,Commodities,16960.26
DATAPATTNS,Datapattns Pattern,Industrials,16942.99
KIRLOSENG,Kirloseng Oil,Industrials,16922.14
JUBLPHARMA,Jublpharma Pharmo,Healthcare,16849.97
PGEL,Pgel Electroplast,Consumer Discretionary,16848.5
GRINDWELL,Grindwell Norton,Industrials,16836.06
VENTIVE,Ventive Hospital,Consumer Discretionary,16823.07
GSPL,Gspl St.Petronet,Energy,16819.19
CENTURYPLY,Centuryply Plyboard,Consumer Discretionary,16762.21
MAHSCOOTER,Mahscooter Scooters,Financial Services,16734.33
GPIL,Gpil Power,Industrials,16721.37
VERTIS,Vertis Infra.,Services,16609.82
FIRSTCRY,Firstcry Solut.,Consumer Discretionary,16543.09
VINATIORGA,Vinatiorga Organics,Commodities,16534.1
LMW,Lmw https,Industrials,16398.2
SOBHA,Sobha https,Consumer Discretionary,16340.6
CHOICEIN,Choicein Intl.,Financial Services,16305.09
ZENSARTECH,Zensartech Tech.,Information Technology,16132.14
SYRMA,Syrma SGS Tech.,Industrials,16122.4
EMMVEE,Emmvee Photovol.,Industrials,16113.63
RATNAMANI,Ratnamani Metals,Industrials,16081.32
CRAFTSMAN,Craftsman Auto,Consumer Discretionary,16077.64
RPOWER,Rpower Power,Utilities,16063.33
BEML,Beml Ltd,Industrials,15848.93
CEATLTD,Ceatltd https,Consumer Discretionary,15690.39
SIGNATURE,Signature https,Consumer Discretionary,15688.74
GESHIP,Geship Shipping Co,Services,15672.22
AGARWALEYE,Agarwaleye Agarwal's Hea,Healthcare,15631.47
ABLBL,Ablbl B Lifestyle,Consumer Discretionary,15608.08
ELGIEQUIP,Elgiequip Equipments,Industrials,15608.01
CARBORUNIV,Carboruniv Uni.,Industrials,15578
GMDCLTD,Gmdcltd M D C,Commodities,15539.4
NATCOPHARM,Natcopharm Pharma,Healthcare,15489.42
AKZOINDIA,Akzoindia Nobel,Consumer Discretionary,15445.89
NAVA,Nava https,Utilities,15381.84
DOMS,Doms Industries,Fast Moving Consumer Goods,15293.01
RRKABEL,Rrkabel R Kabel,Industrials,15288.35
IRCON,Ircon Intl.,Industrials,15265.49
CHENNPETRO,Chennpetro P C L,Energy,15261.44
INTELLECT,Intellect Design,Information Technology,15197.9
VGUARD,Vguard Guard Industri,Consumer Discretionary,15097.49
WHIRLPOOL,Whirlpool India,Consumer Discretionary,14980.35
CONCORDBIO,Concordbio Biotech,Healthcare,14950.07
MANYAVAR,Manyavar Fashions,Consumer Discretionary,14783.36
JAINREC,Jainrec Resource,Commodities,14776.66
UTIAMC,Utiamc AMC,Financial Services,14758.13
GABRIEL,Gabriel India,Consumer Discretionary,14642.55
CAPLIPOINT,Caplipoint Point Lab,Healthcare,14603.38
JBMA,Jbma Auto,Consumer Discretionary,14526.8
TRIDENT,Trident https,Consumer Discretionary,14467.39
CARTRADE,Cartrade Tech,Consumer Discretionary,14455.03
ACMESOLAR,Acmesolar Solar Hold.,Utilities,14434.02
SWANCORP,Swancorp Corp,Commodities,14405.15
AFCONS,Afcons Infrastr.,Industrials,14372.85
BELRISE,Belrise Industri,Consumer Discretionary,14349.29
GALLANTT,Gallantt Ispat L,Industrials,14332.13
MINDACORP,Mindacorp Corp,Consumer Discretionary,14243.03
LTFOODS,Ltfoods T Foods,Fast Moving Consumer Goods,14218.26
ANURAS,Anuras Rasayan,Commodities,14216.91
IFCI,Ifci https,Financial Services,14145.23
IGIL,Igil Ge,Services,14052.76
INDIAMART,Indiamart Inter.,Consumer Discretionary,14051.57
ZYDUSWELL,Zyduswell Wellness,Fast Moving Consumer Goods,14043.41
THELEELA,Theleela Palaces Hotels,Consumer Discretionary,13988.24
NIVABUPA,Nivabupa Bupa Health,Financial Services,13962.25
AARTIIND,Aartiind Industries,Commodities,13948.99
ACUTAAS,Acutaas Chemical,Healthcare,13928
FINEORG,Fineorg Organic,Commodities,13894.85
APTUS,Aptus Value Hou.,Financial Services,13858.44
BLUEDART,Bluedart Dart Expres,Services,13786.49
JPPOWER,Jppower Power Ven.,Utilities,13720.11
TECHNOE,Technoe Elec.Engg,Industrials,13607.2
KIRLOSBROS,Kirlosbros Brothers,Industrials,13527.12
RAINBOW,Rainbow Child.,Healthcare,13505.85
JMFINANCIL,Jmfinancil Financial,Financial Services,13395.54
CEMPRO,Cempro Project,Industrials,13376.04
CCL,Ccl Products,Fast Moving Consumer Goods,13332.08
WELSPUNLIV,Welspunliv Living,Consumer Discretionary,13307.54
CELLO,Cello World,Consumer Discretionary,13229.92
GRANULES,Granules India,Healthcare,13212.03
BLS,Bls Internat.,Consumer Discretionary,13210.76
SAMMAANCAP,Sammaancap Capital,Financial Services,13161.01
USHAMART,Ushamart Martin,Industrials,13154.51
VTL,Vtl Textile,Consumer Discretionary,13067.41
PCBL,Pcbl Chemical,Commodities,13047.28
NUVOCO,Nuvoco Vistas,Commodities,13014.56
BBTC,Bbtc Burmah,Fast Moving Consumer Goods,13001.07
PFOCUS,Pfocus Focus,Consumer Discretionary,12996.57
AAVAS,Aavas Financiers,Financial Services,12924.37
BATAINDIA,Bataindia India,Consumer Discretionary,12854.07
NEWGEN,Newgen Software,Information Technology,12831.48
ZENTEC,Zentec Technologies,Industrials,12766.34
JWL,Jwl Wagons,Industrials,12667.03
TEGA,Tega Inds.,Industrials,12666.43
IEX,Iex Energy Ex,Financial Services,12577.42
GRAVITA,Gravita India,Commodities,12563.67
PARADEEP,Paradeep Phosph.,Commodities,12556.85
INDIACEM,Indiacem Cements,Commodities,12509.02
KSB,Ksb https,Industrials,12498.39
CYIENT,Cyient https,Information Technology,12451.2
SPLPETRO,Splpetro Petroch.,Commodities,12385.54
PRIVISCL,Priviscl Speci.,Commodities,12276.38
INGERRAND,Ingerrand Rand,Industrials,12273.79
INDGN,Indgn https,Healthcare,12249.51
JKTYRE,Jktyre Tyre & Indust,Consumer Discretionary,12236.34
