Symbol,Type,Sector,Mcap
TATACONSUM,Tata Consumer,Agricultural Food & other Products Companies,115074
BSE,BSE,Capital Markets Companies,114691
GAIL,GAIL (India),Gas Companies,111764
LODHA,Lodha Developers,Realty Companies,111007
HDFCAMC,HDFC AMC,Capital Markets Companies,110397
ENRIN,Siemens Ener.Ind,Electrical Equipment Companies,110333
INDUSTOWER,Indus Towers,Telecom - Services Companies,109668
ABB,A B B,Electrical Equipment Companies,109631
GMRAIRPORT,GMR Airports,Transport Infrastructure Companies,109296
POLYCAB,Polycab India,Industrial Products Companies,109246
INDIANB,Indian Bank,Banks,108963
BOSCHLTD,Bosch,Auto Components Companies,108891
LGEINDIA,LG Electronics,Consumer Durables Companies,108515
MAXHEALTH,Max Healthcare,Healthcare Services Companies,106752
DRREDDY,Dr Reddy's Labs,Pharmaceuticals & Biotechnology Companies,106431
UNITDSPR,United Spirits,Beverages Companies,105873
MAZDOCK,Mazagon Dock,Industrial Manufacturing Companies,105536
IDBI,IDBI Bank,Banks,104728
CGPOWER,CG Power & Ind,Electrical Equipment Companies,104151
INDHOTEL,Indian Hotels Co,Leisure Services Companies,104039
APOLLOHOSP,Apollo Hospitals,Healthcare Services Companies,103374
PERSISTENT,Persistent Systems,IT - Software Companies,102861
JINDALSTEL,Jindal Steel,Ferrous Metals Companies,102702
SWIGGY,Swiggy,Retailing Companies,98349
ICICIGI,ICICI Lombard,Insurance Companies,98320
BHEL,B H E L,Electrical Equipment Companies,96714
LUPIN,Lupin,Pharmaceuticals & Biotechnology Companies,95865
HINDPETRO,H P C L,Petroleum Products Companies,95826
MARICO,Marico,Agricultural Food & other Products Companies,95621
ASHOKLEY,Ashok Leyland,"Agricultural, Commercial & Construction Vehicles Companies",94487
SHREECEM,Shree Cement,Cement & Cement Products Companies,94081
ABCAPITAL,Aditya Birla Cap,Finance Companies,93825
ZYDUSLIFE,Zydus Lifesci.,Pharmaceuticals & Biotechnology Companies,93726
GROWW,Billionbrains,Capital Markets Companies,93332
RECLTD,REC Ltd,Finance Companies,93032
MANKIND,Mankind Pharma,Pharmaceuticals & Biotechnology Companies,91044
ICICIPRULI,ICICI Pru Life,Insurance Companies,90613
DABUR,Dabur India,Personal Products Companies,90476
HAVELLS,Havells India,Consumer Durables Companies,90105
NAUKRI,Info Edg.(India),Retailing Companies,90046
BHARTIHEXA,Bharti Hexacom,Telecom - Services Companies,87935
POLICYBZR,PB Fintech.,Financial Technology (Fintech) Companies,87492
POWERINDIA,Hitachi Energy,Electrical Equipment Companies,86047
PAYTM,One 97,Financial Technology (Fintech) Companies,85992
SRF,SRF,Chemicals & Petrochemicals Companies,85530
SBICARD,SBI Cards,Finance Companies,84226
DIXON,Dixon Technolog.,Consumer Durables Companies,83372
WAAREEENER,Waaree Energies,Electrical Equipment Companies,82593
JSWENERGY,JSW Energy,Power Companies,80738
BAJAJHFL,Bajaj Housing,Finance Companies,79615
LTF,L&T Finance Ltd,Finance Companies,77481
NHPC,NHPC Ltd,Power Companies,77417
NTPCGREEN,NTPC Green Ene.,Power Companies,76857
UNOMINDA,Uno Minda,Auto Components Companies,73414
NYKAA,FSN E-Commerce,Retailing Companies,72930
PRESTIGE,Prestige Estates,Realty Companies,72780
IOB,I O B,Banks,72751
LENSKART,Lenskart Solut.,Retailing Companies,72379
AUBANK,AU Small Finance,Banks,71732
OFSS,Oracle Fin.Serv.,IT - Software Companies,71515
YESBANK,Yes Bank,Banks,70911
GVT&D,GE Vernova T&D,Electrical Equipment Companies,70895
AUROPHARMA,Aurobindo Pharma,Pharmaceuticals & Biotechnology Companies,70718
SUZLON,Suzlon Energy,Electrical Equipment Companies,70374
IDFCFIRSTB,IDFC First Bank,Banks,69502
ALKEM,Alkem Lab,Pharmaceuticals & Biotechnology Companies,67859
COROMANDEL,Coromandel Inter,Fertilizers & Agrochemicals Companies,67841
INDUSINDBK,IndusInd Bank,Banks,67787
NMDC,NMDC,Minerals & Mining Companies,67222
BHARATFORG,Bharat Forge,Auto Components Companies,67219
FORTIS,Fortis Health.,Healthcare Services Companies,67082
OIL,Oil India,Oil Companies,67008
GICRE,General Insuranc,Insurance Companies,66992
COFORGE,Coforge,IT - Software Companies,66239
ATGL,Adani Total Gas,Gas Companies,65235
BANKINDIA,Bank of India,Banks,65153
TORNTPOWER,Torrent Power,Power Companies,64999
MRF,MRF,Auto Components Companies,64979
RVNL,Rail Vikas,Construction Companies,64813
BERGEPAINT,Berger Paints,Consumer Durables Companies,64649
LLOYDSME,Lloyds Metals,Minerals & Mining Companies,64493
UPL,UPL,Fertilizers & Agrochemicals Companies,64016
FEDERALBNK,Federal Bank,Banks,63785
GODREJPROP,Godrej Propert.,Realty Companies,62723
JSL,Jindal Stain.,Ferrous Metals Companies,62277
VMM,Vishal Mega Mart,Retailing Companies,62165
HDBFS,HDB FINANC SER,Finance Companies,62156
PHOENIXLTD,Phoenix Mills,Realty Companies,61689
ABBOTINDIA,Abbott India,Pharmaceuticals & Biotechnology Companies,61508
SCHAEFFLER,Schaeffler India,Auto Components Companies,61399
OBEROIRLTY,Oberoi Realty,Realty Companies,60274
PATANJALI,Patanjali Foods,Agricultural Food & other Products Companies,59918
COLPAL,Colgate-Palmoliv,Personal Products Companies,58869
MFSL,Max Financial,Insurance Companies,58331
JSWINFRA,JSW Infrast,Transport Infrastructure Companies,56543
MPHASIS,Mphasis,IT - Software Companies,56272
GLENMARK,Glenmark Pharma.,Pharmaceuticals & Biotechnology Companies,55543
LAURUSLABS,Laurus Labs,Pharmaceuticals & Biotechnology Companies,55395
FACT,F A C T,Fertilizers & Agrochemicals Companies,54807
SAIL,S A I L,Ferrous Metals Companies,54746
KRT,Knowledge Realty,Realty Companies,54703
IRCTC,I R C T C,Leisure Services Companies,54016
SUNDARMFIN,Sundaram Finance,Finance Companies,53866
MOTILALOFS,Motil.Oswal.Fin.,Capital Markets Companies,53175
MCX,Multi Comm. Exc.,Capital Markets Companies,52748
BIOCON,Biocon,Pharmaceuticals & Biotechnology Companies,52496
TATACOMM,Tata Comm,Telecom - Services Companies,52380
NAM-INDIA,Nippon Life Ind.,Capital Markets Companies,51851
TIINDIA,Tube Investments,Auto Components Companies,51603
PIIND,P I Industries,Fertilizers & Agrochemicals Companies,51525
M&MFIN,M & M Fin. Serv.,Finance Companies,51088
KALYANKJIL,Kalyan Jewellers,Consumer Durables Companies,50859
LINDEINDIA,Linde India,Chemicals & Petrochemicals Companies,50400
NATIONALUM,Natl. Aluminium,Non - Ferrous Metals Companies,50168
APLAPOLLO,APL Apollo Tubes,Industrial Products Companies,49169
LTTS,L&T Technology,IT - Services Companies,48186
543225,Altius Telecom,Telecom - Services Companies,46930
360ONE,360 ONE,Capital Markets Companies,46448
HEXT,Hexaware Tech.,IT - Software Companies,46116
BALKRISIND,Balkrishna Inds,Auto Components Companies,46067
HUDCO,H U D C O,Finance Companies,45087
AIIL,Authum Invest,Finance Companies,44861
UBL,United Breweries,Beverages Companies,44507
VOLTAS,Voltas,Consumer Durables Companies,43908
MAHABANK,Bank of Maha,Banks,43826
JKCEMENT,J K Cements,Cement & Cement Products Companies,43463
COCHINSHIP,Cochin Shipyard,Industrial Manufacturing Companies,43250
GLAXO,Glaxosmi. Pharma,Pharmaceuticals & Biotechnology Companies,43124
ITCHOTELS,ITC Hotels,Leisure Services Companies,42886
RADICO,Radico Khaitan,Beverages Companies,42871
SUPREMEIND,Supreme Inds.,Industrial Products Companies,42822
GODFRYPHLP,Godfrey Phillips,Cigarettes & Tobacco Products Companies,42619
EMBASSY,Embassy Off.REIT,Realty Companies,41817
PAGEIND,Page Industries,Textiles & Apparels Companies,41777
ESCORTS,Escorts Kubota,"Agricultural, Commercial & Construction Vehicles Companies",41517
PETRONET,Petronet LNG,Gas Companies,41220
PGHH,P & G Hygiene,Personal Products Companies,40858
PREMIERENE,Premier Energies,Electrical Equipment Companies,40779
KEI,KEI Industries,Industrial Products Companies,39803
ASTRAL,Astral,Industrial Products Companies,39209
NH,Narayana Hrudaya,Healthcare Services Companies,39174
JUBLFOOD,Jubilant Food.,Leisure Services Companies,39142
CONCOR,Container Corpn.,Transport Services Companies,38922
PWL,Physicswallah,Other Consumer Services Companies,38863
3MINDIA,3M India,Diversified Companies,38459
POONAWALLA,Poonawalla Fin,Finance Companies,38244
IREDA,Indian Renewable,Finance Companies,37475
ENDURANCE,Endurance Tech.,Auto Components Companies,37402
DALBHARAT,Dalmia BharatLtd,Cement & Cement Products Companies,37307
FLUOROCHEM,Gujarat Fluoroch,Chemicals & Petrochemicals Companies,37181
IPCALAB,Ipca Labs.,Pharmaceuticals & Biotechnology Companies,37018
UCOBANK,UCO Bank,Banks,36942
ANTHEM,Anthem Bioscienc,Pharmaceuticals & Biotechnology Companies,36755
CHOLAHLDNG,Chola Financial,Finance Companies,36008
HINDCOPPER,Hindustan Copper,Non - Ferrous Metals Companies,35959
TATAINVEST,Tata Inv.Corpn.,Finance Companies,35847
APARINDS,Apar Inds.,Electrical Equipment Companies,35746
BLUESTARCO,Blue Star,Consumer Durables Companies,35662
AIAENG,AIA Engineering,Industrial Products Companies,35143
KPITTECH,KPIT Technologi.,IT - Software Companies,34734
GODREJIND,Godrej Industrie,Diversified Companies,34152
THERMAX,Thermax,Electrical Equipment Companies,33908
ACC,ACC,Cement & Cement Products Companies,33768
PIRAMALFIN,Piramal Finance.,Finance Companies,33653
KPRMILL,K P R Mill Ltd,Textiles & Apparels Companies,33552
CENTRALBK,Central Bank,Banks,33391
NLCINDIA,NLC India,Power Companies,33196
APOLLOTYRE,Apollo Tyres,Auto Components Companies,33117
AJANTPHARM,Ajanta Pharma,Pharmaceuticals & Biotechnology Companies,32991
ASTERDM,Aster DM Health.,Healthcare Services Companies,32906
AWL,AWL Agri Busine.,Agricultural Food & other Products Companies,32856
CRISIL,CRISIL,Finance Companies,32538
TATAELXSI,Tata Elxsi,IT - Software Companies,32503
CDSL,C D S L,Capital Markets Companies,32408
EXIDEIND,Exide Inds.,Auto Components Companies,32313
GODIGIT,Go Digit General,Insurance Companies,32113
MEDANTA,Global Health,Healthcare Services Companies,31274
HONAUT,Honeywell Auto,Industrial Manufacturing Companies,30847
SONACOMS,Sona BLW Precis.,Auto Components Companies,30642
NBCC,NBCC,Construction Companies,30256
DELHIVERY,Delhivery,Transport Services Companies,30255
MSUMI,Motherson Wiring,Auto Components Companies,30240
MINDSPACE,Mindspace Busine,Realty Companies,30081
LICHSGFIN,LIC Housing Fin.,Finance Companies,29802
METROBRAND,Metro Brands,Consumer Durables Companies,29650
TVSHLTD,TVS Holdings,Finance Companies,29622
NAVINFLUOR,Navin Fluo.Intl.,Chemicals & Petrochemicals Companies,29574
KAYNES,Kaynes Tech,Industrial Manufacturing Companies,29184
SJVN,SJVN,Power Companies,29108
ITI,ITI,Telecom - Equipment & Accessories Companies,29049
NHIT,National High,Transport Infrastructure Companies,28859
GLAND,Gland Pharma,Pharmaceuticals & Biotechnology Companies,28859
AEGISVOPAK,Aegis Vopak Term,Oil Companies,28763
JBCHEPHARM,J B Chemicals &,Pharmaceuticals & Biotechnology Companies,28595
PINELABS,Pine Labs,Financial Technology (Fintech) Companies,28435
PTCIL,PTC Industries,Industrial Products Companies,28298
IKS,Inventurus Knowl,IT - Services Companies,28239
KIMS,Krishna Institu.,Healthcare Services Companies,28170
ZFCVINDIA,ZF Commercial,Auto Components Companies,28048
GUJGASLTD,Gujarat Gas,Gas Companies,27987
GILLETTE,Gillette India,Personal Products Companies,27196
TATATECH,Tata Technolog.,IT - Services Companies,27041
MRPL,M R P L,Petroleum Products Companies,26944
STARHEALTH,Star Health Insu,Insurance Companies,26937
IGL,Indraprastha Gas,Gas Companies,26852
EMCURE,Emcure Pharma,Pharmaceuticals & Biotechnology Companies,26467
NIACL,New India Assura,Insurance Companies,26261
ASAHIINDIA,Asahi India Glas,Auto Components Companies,26184
NUVAMA,Nuvama Wealth,Capital Markets Companies,26080
AEGISLOG,Aegis Logistics,Gas Companies,26007
IRB,IRB Infra.Devl.,Construction Companies,25847
SYNGENE,Syngene Intl.,Healthcare Services Companies,25780
ATHERENERG,Ather Energy,Automobiles Companies,25753
LALPATHLAB,Dr Lal Pathlabs,Healthcare Services Companies,25381
NXST,Nexus Select,Realty Companies,24673
FSL,Firstsour.Solu.,Commercial Services & Supplies Companies,24534
IIFL,IIFL Finance,Finance Companies,24203
ANANDRATHI,Anand Rathi Wea.,Capital Markets Companies,24059
HSCL,Himadri Special,Chemicals & Petrochemicals Companies,24053
ANGELONE,Angel One,Capital Markets Companies,23997
KARURVYSYA,Karur Vysya Bank,Banks,23981
PPLPHARMA,Piramal Pharma,Pharmaceuticals & Biotechnology Companies,23907
RAMCOCEM,The Ramco Cement,Cement & Cement Products Companies,23889
MANAPPURAM,Manappuram Fin.,Finance Companies,23675
PNBHOUSING,PNB Housing,Finance Companies,23546
EIHOTEL,EIH,Leisure Services Companies,23432
TIMKEN,Timken India,Industrial Products Companies,23270
SUMICHEM,Sumitomo Chemi.,Fertilizers & Agrochemicals Companies,23223
AMBER,Amber Enterp.,Consumer Durables Companies,23082
SAGILITY,Sagility,IT - Services Companies,23079
ASTRAZEN,Astrazeneca Phar,Pharmaceuticals & Biotechnology Companies,23066
CESC,CESC,Power Companies,23065
HATSUN,Hatsun Agro,Food Products Companies,23054
ECLERX,eClerx Services,Commercial Services & Supplies Companies,23026
AFFLE,Affle 3i,IT - Services Companies,22970
EMAMILTD,Emami,Personal Products Companies,22929
PFIZER,Pfizer,Pharmaceuticals & Biotechnology Companies,22874
FORCEMOT,Force Motors,Automobiles Companies,22620
BANDHANBNK,Bandhan Bank,Banks,22566
JSWHL,JSW Holdings,Finance Companies,22511
INOXWIND,Inox Wind,Electrical Equipment Companies,22509
SHYAMMETL,Shyam Metalics,Industrial Products Companies,22412
HBLENGINE,HBL Engineering,Industrial Products Companies,22386
WOCKPHARMA,Wockhardt,Pharmaceuticals & Biotechnology Companies,22099
WELCORP,Welspun Corp,Industrial Products Companies,21790
NEULANDLAB,Neuland Labs.,Pharmaceuticals & Biotechnology Companies,21666
SUNTV,Sun TV Network,Entertainment Companies,21619
JYOTICNC,Jyoti CNC Auto.,Industrial Manufacturing Companies,21617
BRIGADE,Brigade Enterpr.,Realty Companies,21593
BIRET,Brookfield India,Realty Companies,21424
DEEPAKNTR,Deepak Nitrite,Chemicals & Petrochemicals Companies,21400
544467,N S D L,Capital Markets Companies,21327
ERIS,ERIS Lifescience,Pharmaceuticals & Biotechnology Companies,21137
REDINGTON,Redington,Commercial Services & Supplies Companies,21010
ABSLAMC,Aditya AMC,Capital Markets Companies,20975
AADHARHFC,Aadhar Hsg. Fin.,Finance Companies,20883
COHANCE,Cohance Life,Pharmaceuticals & Biotechnology Companies,20756
CREDITACC,CreditAcc. Gram.,Finance Companies,20653
KIOCL,KIOCL,Ferrous Metals Companies,20642
BAYERCROP,Bayer Crop Sci.,Fertilizers & Agrochemicals Companies,20202
CUB,City Union Bank,Banks,20174
PSB,Pun. & Sind Bank,Banks,20081
KPIL,Kalpataru Proj.,Construction Companies,19902
SUNDRMFAST,Sundram Fasten.,Auto Components Companies,19804
TENNIND,Tenneco Clean,Auto Components Companies,19783
TATACHEM,Tata Chemicals,Chemicals & Petrochemicals Companies,19720
CHALET,Chalet Hotels,Leisure Services Companies,19653
ABREL,A B Real Estate,"Paper, Forest & Jute Products Companies",19550
ONESOURCE,OneSource Speci.,Pharmaceuticals & Biotechnology Companies,19313
POLYMED,Poly Medicure,Healthcare Equipment & Supplies Companies,19249
CAMS,Cams Services,Capital Markets Companies,19210
DCMSHRIRAM,DCM Shriram,Diversified Companies,19039
ANANTRAJ,Anant Raj,Realty Companies,18940
CASTROLIND,Castrol India,Petroleum Products Companies,18915
RBLBANK,RBL Bank,Banks,18861
URBANCO,Urban Company,Retailing Companies,18802
KEC,KEC International,Construction Companies,18738
CUBEINVIT,Cube Highways,Transport Infrastructure Companies,18488
KANSAINER,Kansai Nerolac,Consumer Durables Companies,18443
SAILIFE,Sai Life,Pharmaceuticals & Biotechnology Companies,18414
KFINTECH,KFin Technolog.,Capital Markets Companies,18385
EIDPARRY,EID Parry,Food Products Companies,18371
CGCL,Capri Global,Finance Companies,18184
SCHNEIDER,Schneider Elect.,Electrical Equipment Companies,18015
INDIGRID,IndiGrid Trust,Power Companies,17988
BIKAJI,Bikaji Foods,Food Products Companies,17962
CENTURYPLY,Century Plyboard,Consumer Durables Companies,17807
CPPLUS,Aditya Infotech,Industrial Manufacturing Companies,17772
APLLTD,Alembic Pharma,Pharmaceuticals & Biotechnology Companies,17687
TBOTEK,TBO Tek,Leisure Services Companies,17649
ABDL,Allied Blenders,Beverages Companies,17578
BASF,BASF India,Chemicals & Petrochemicals Companies,17512
NETWEB,Netweb Technol.,IT - Services Companies,17458
GRINDWELL,Grindwell Norton,Industrial Products Companies,17355
TRITURBINE,Triveni Turbine,Electrical Equipment Companies,17338
ARE&M,Amara Raja Ener.,Auto Components Companies,17307
CHAMBLFERT,Chambal Fert.,Fertilizers & Agrochemicals Companies,17302
ATUL,Atul,Chemicals & Petrochemicals Companies,17269
TRAVELFOOD,Travel Food,Leisure Services Companies,17197
JUBLPHARMA,Jubilant Pharmo,Pharmaceuticals & Biotechnology Companies,17157
FIVESTAR,Five-Star Bus.Fi,Finance Companies,17099
VENTIVE,Ventive Hospital,Leisure Services Companies,16995
ZENSARTECH,Zensar Tech.,IT - Software Companies,16965
CRAFTSMAN,Craftsman Auto,Auto Components Companies,16943
RATNAMANI,Ratnamani Metals,Industrial Products Companies,16875
DEVYANI,Devyani Intl.,Leisure Services Companies,16860
KAJARIACER,Kajaria Ceramics,Consumer Durables Companies,16798
SARDAEN,Sarda Energy,Ferrous Metals Companies,16768
CROMPTON,Crompton Gr. Con,Consumer Durables Companies,16748
NATCOPHARM,Natco Pharma,Pharmaceuticals & Biotechnology Companies,16722
MAHSCOOTER,Mah. Scooters,Finance Companies,16633
CARBORUNIV,Carborundum Uni.,Industrial Products Companies,16566
GSPL,Guj.St.Petronet,Gas Companies,16548
VERTIS,Vertis Infra.,Transport Infrastructure Companies,16459
CHOICEIN,Choice Intl.,Finance Companies,16453
VINATIORGA,Vinati Organics,Chemicals & Petrochemicals Companies,16444
SOBHA,Sobha,Realty Companies,16444
KIRLOSENG,Kirloskar Oil,Industrial Products Companies,16434
GMDCLTD,G M D C,Minerals & Mining Companies,16358
DEEPAKFERT,Deepak Fertilis.,Chemicals & Petrochemicals Companies,16318
LMW,LMW,Industrial Manufacturing Companies,16072
PARADEEP,Paradeep Phosph.,Fertilizers & Agrochemicals Companies,16007
AKZOINDIA,Akzo Nobel,Consumer Durables Companies,16000
AGARWALEYE,Dr Agarwal's Hea,Healthcare Services Companies,15998
ELGIEQUIP,Elgi Equipments,Industrial Products Companies,15871
CEATLTD,CEAT,Auto Components Companies,15803
SIGNATURE,SignatureGlobal,Realty Companies,15791
PGEL,PG Electroplast,Consumer Durables Companies,15784
DOMS,DOMS Industries,Household Products Companies,15782
CIEINDIA,CIE Automotive,Auto Components Companies,15738
ABLBL,A B Lifestyle,Retailing Companies,15690
OLAELEC,Ola Electric,Automobiles Companies,15658
GPIL,Godawari Power,Industrial Products Companies,15602
RPOWER,Reliance Power,Power Companies,15584
GESHIP,GE Shipping Co,Transport Services Companies,15576
RRKABEL,R R Kabel,Industrial Products Companies,15473
504346,RRPSemiconductor,Finance Companies,15423
JSWCEMENT,JSW Cement,Cement & Cement Products Companies,15182
FIRSTCRY,Brainbees Solut.,Retailing Companies,15083
VGUARD,V-Guard Industri,Consumer Durables Companies,14947
CAPLIPOINT,Caplin Point Lab,Pharmaceuticals & Biotechnology Companies,14924
NAVA,Nava,Power Companies,14897
CONCORDBIO,Concord Biotech,Pharmaceuticals & Biotechnology Companies,14734
EMMVEE,Emmvee Photovol.,Electrical Equipment Companies,14723
INTELLECT,Intellect Design,IT - Software Companies,14711
AFCONS,Afcons Infrastr.,Construction Companies,14671
MANYAVAR,Vedant Fashions,Retailing Companies,14511
PFOCUS,Prime Focus,Entertainment Companies,14468
UTIAMC,UTI AMC,Capital Markets Companies,14400
ANURAS,Anupam Rasayan,Chemicals & Petrochemicals Companies,14361
SYRMA,Syrma SGS Tech.,Industrial Manufacturing Companies,14332
BELRISE,Belrise Industri,Auto Components Companies,14324
TEGA,Tega Inds.,Industrial Manufacturing Companies,14322
IRCON,Ircon Intl.,Construction Companies,14256
GALLANTT,Gallantt Ispat L,Industrial Products Companies,14248
BEML,BEML Ltd,"Agricultural, Commercial & Construction Vehicles Companies",14245
CARTRADE,Cartrade Tech,Retailing Companies,14187
TRIDENT,Trident,Textiles & Apparels Companies,14182
APTUS,Aptus Value Hou.,Finance Companies,14105
CEMPRO,Cemindia Project,Construction Companies,14101
MINDACORP,Minda Corp,Auto Components Companies,14014
SWANCORP,Swan Corp,Chemicals & Petrochemicals Companies,14008
ACUTAAS,Acutaas Chemical,Pharmaceuticals & Biotechnology Companies,13980
JBMA,JBM Auto,Auto Components Companies,13954
INDIAMART,Indiamart Inter.,Retailing Companies,13895
CHENNPETRO,C P C L,Petroleum Products Companies,13821
539533,Elitecon Inter.,Cigarettes & Tobacco Products Companies,13800
GABRIEL,Gabriel India,Auto Components Companies,13778
LTFOODS,L T Foods,Agricultural Food & other Products Companies,13765
RAINBOW,Rainbow Child.,Healthcare Services Companies,13720
BLS,BLS Internat.,Leisure Services Companies,13701
IGIL,International Ge,Commercial Services & Supplies Companies,13654
GRANULES,Granules India,Pharmaceuticals & Biotechnology Companies,13610
NIVABUPA,Niva Bupa Health,Insurance Companies,13573
FINEORG,Fine Organic,Chemicals & Petrochemicals Companies,13567
JMFINANCIL,JM Financial,Finance Companies,13547
IFCI,IFCI,Finance Companies,13305
THELEELA,Leela Palaces Hotels,Leisure Services Companies,13283
GRAVITA,Gravita India,Minerals & Mining Companies,13238
BLUEDART,Blue Dart Expres,Transport Services Companies,13205
USHAMART,Usha Martin,Industrial Products Companies,13165
AARTIIND,Aarti Industries,Chemicals & Petrochemicals Companies,13164
ZYDUSWELL,Zydus Wellness,Food Products Companies,13038
LEMONTREE,Lemon Tree Hotel,Leisure Services Companies,13035
KSB,KSB,Industrial Products Companies,13031
CYIENT,Cyient,IT - Services Companies,12990
JPPOWER,JP Power Ven.,Power Companies,12967
IEX,Indian Energy Ex,Capital Markets Companies,12957
WELSPUNLIV,Welspun Living,Textiles & Apparels Companies,12920
BBTC,Bombay Burmah,Food Products Companies,12911
INDIACEM,India Cements,Cement & Cement Products Companies,12898
ACMESOLAR,ACME Solar Hold.,Power Companies,12885
INDGN,Indegene,Healthcare Services Companies,12814
TECHNOE,Techno Elec.Engg,Construction Companies,12769
JKTYRE,JK Tyre & Indust,Auto Components Companies,12723
CCL,CCL Products,Agricultural Food & other Products Companies,12682
KIRLOSBROS,Kirl. Brothers,Industrial Products Companies,12670
JAINREC,Jain Resource,Diversified Metals Companies,12659
NUVOCO,Nuvoco Vistas,Cement & Cement Products Companies,12542
VTL,Vardhman Textile,Textiles & Apparels Companies,12514
NEWGEN,Newgen Software,IT - Software Companies,12510
