Symbol,Type,Sector,Mcap
519477,CIAN Agro,Agricultural Food & other Products Companies,3133
HLEGLAS,HLE Glascoat,Industrial Manufacturing Companies,3132
MAHLOG,Mahindra Logis.,Transport Services Companies,3120
KKCL,Kewal Kir.Cloth.,Textiles & Apparels Companies,3110
CARRARO,Carraro India,Auto Components Companies,3105
BALMLAWRIE,Balmer Lawrie,Diversified Companies,3101
ROADSTAR,Roadstar Infra,Transport Infrastructure Companies,3097
SGLTL,Standard Glass,Industrial Manufacturing Companies,3089
JISLJALEQS,Jain Irrigation,Industrial Products Companies,3073
EPACKPEB,EPack PrefabTech,Industrial Manufacturing Companies,3056
ASHIANA,Ashiana Housing,Realty Companies,3037
534535,String Metaverse,IT - Services Companies,3034
RAYMOND,Raymond,Realty Companies,3031
FLAIR,Flair Writing,Household Products Companies,3029
ARKADE,Arkade,Realty Companies,3028
BHAGCHEM,Bhagiradha Chem.,Fertilizers & Agrochemicals Companies,3025
SIYSIL,Siyaram Silk,Textiles & Apparels Companies,3022
SSWL,Steel Str. Wheel,Auto Components Companies,3013
KRISHANA,Krishana Phosch.,Fertilizers & Agrochemicals Companies,3011
QUESS,Quess Corp,Commercial Services & Supplies Companies,3011
PITTIENG,Pitti Engg.,Industrial Manufacturing Companies,3002
TFCILTD,Tour. Fin. Corp.,Finance Companies,3001
HIKAL,Hikal,Pharmaceuticals & Biotechnology Companies,2998
FISCHER,Fischer Medical,Healthcare Equipment & Supplies Companies,2996
GATEWAY,Gateway Distri,Transport Services Companies,2994
ROLEXRINGS,Rolex Rings,Auto Components Companies,2973
DDEVPLSTIK,DDev Plastiks,Chemicals & Petrochemicals Companies,2972
SMSPHARMA,SMS Pharma.,Pharmaceuticals & Biotechnology Companies,2969
FCL,Fineotex Chem,Chemicals & Petrochemicals Companies,2946
539921,Shanti Educat.,Other Consumer Services Companies,2940
522101,Kilburn Engg.,Industrial Manufacturing Companies,2938
GREENPANEL,Greenpanel Inds.,Consumer Durables Companies,2935
ORISSAMINE,Orissa Minerals,Minerals & Mining Companies,2890
GKENERGY,GK Energy,Construction Companies,2889
KDDL,KDDL Ltd,Consumer Durables Companies,2888
GRMOVER,GRM Overseas,Agricultural Food & other Products Companies,2885
BGRENERGY,BGR Energy Sys.,Construction Companies,2878
NPST,Network People,IT - Services Companies,2869
PRINCEPIPE,Prince Pipes,Industrial Products Companies,2866
MARINE,Marine Electric.,Industrial Manufacturing Companies,2857
PARKHOTELS,Apeejay Surrend.,Leisure Services Companies,2853
NXT-INFRA,Nxt-Infra Trust,Construction Companies,2851
BRIGHOTEL,Brigade Hotel,Leisure Services Companies,2848
SIRCA,Sirca Paints,Consumer Durables Companies,2848
RAMRAT,Ram Ratna Wires,Electrical Equipment Companies,2847
PREMEXPLN,Prem. Explosives,Chemicals & Petrochemicals Companies,2846
NOCIL,NOCIL,Chemicals & Petrochemicals Companies,2839
543620,Insolation Ener,Power Companies,2830
CAMLINFINE,Camlin Fine,Chemicals & Petrochemicals Companies,2822
VEEDOL,Veedol Corporat,Petroleum Products Companies,2820
514446,LS Industries,Metals & Minerals Trading Companies,2817
GLOBUSSPR,Globus Spirits,Beverages Companies,2808
UTKARSHBNK,Utkarsh Small F.,Banks,2805
SAMBHV,Sambhv Steel,Industrial Products Companies,2801
EASEMYTRIP,Easy Trip Plann.,Leisure Services Companies,2800
PENIND,Pennar Industrie,Industrial Manufacturing Companies,2791
NEOGEN,Neogen Chemicals,Chemicals & Petrochemicals Companies,2782
TCPLPACK,TCPL Packaging,Industrial Products Companies,2779
JASH,Jash Engineering,Industrial Manufacturing Companies,2775
ARVSMART,Arvind SmartSp.,Realty Companies,2773
SUNDROP,Sundrop Brands,Agricultural Food & other Products Companies,2770
DEEPINDS,Deep Industries,Oil Companies,2767
BOMDYEING,Bombay Dyeing,Textiles & Apparels Companies,2756
AUTOAXLES,Automotive Axles,Auto Components Companies,2754
517467,Marsons,Electrical Equipment Companies,2746
MAITHANALL,Maithan Alloys,Ferrous Metals Companies,2742
RELTD,Ravindra Energy,Electrical Equipment Companies,2742
TEAMLEASE,Team Lease Serv.,Commercial Services & Supplies Companies,2742
NRBBEARING,NRB Bearings,Auto Components Companies,2725
WSTCSTPAPR,West Coast Paper,"Paper, Forest & Jute Products Companies",2718
SUNCLAY,Sundaram Clayton,Auto Components Companies,2711
YATRA,Yatra Online,Leisure Services Companies,2709
VSSL,Vardhman Special,Industrial Products Companies,2708
SAGCEM,Sagar Cements,Cement & Cement Products Companies,2699
504882,National Standar,Realty Companies,2691
VIMTALABS,Vimta Labs,Healthcare Services Companies,2685
IMAGICAA,Imagica. Enter.,Leisure Services Companies,2682
RAMCOIND,Ramco Inds.,Other Construction Materials Companies,2678
TIRUMALCHM,Thirumalai Chem.,Chemicals & Petrochemicals Companies,2672
CARYSIL,Carysil,Consumer Durables Companies,2666
FMGOETZE,Federal-Mogul Go,Auto Components Companies,2664
526783,Dr Agarwal's Eye,Healthcare Services Companies,2637
GOCOLORS,Go Fashion (I),Retailing Companies,2621
FINOPB,Fino Payments,Banks,2619
SANGHVIMOV,Sanghvi Movers,Commercial Services & Supplies Companies,2613
POKARNA,Pokarna,Consumer Durables Companies,2607
HIRECT,Hind Rectifiers,Industrial Manufacturing Companies,2601
503681,Elcid Investment,Finance Companies,2597
DIAMONDYD,Prataap Snacks,Food Products Companies,2595
SAKSOFT,Saksoft,IT - Software Companies,2594
RPSGVENT,RPSG Ventures,Commercial Services & Supplies Companies,2593
ALEMBICLTD,Alembic,Realty Companies,2590
VENUSPIPES,Venus Pipes,Industrial Products Companies,2590
POLYPLEX,Polyplex Corpn,Industrial Products Companies,2587
PRABHA,Prabha Energy,Oil Companies,2578
SEAMECLTD,SEAMEC Ltd,Transport Services Companies,2571
REPCOHOME,Repco Home Fin,Finance Companies,2544
EFCIL,EFC (I),Commercial Services & Supplies Companies,2538
UGROCAP,Ugro Capital,Finance Companies,2527
HINDWAREAP,Hindware Home In,Consumer Durables Companies,2521
HPL,HPL Electric,Industrial Manufacturing Companies,2513
SBCL,Shivalik Bimetal,Industrial Products Companies,2512
542012,A-1,Chemicals & Petrochemicals Companies,2506
BAJAJHIND,Bajaj Hindusthan,Agricultural Food & other Products Companies,2499
SOTL,Savita Oil Tech,Petroleum Products Companies,2495
SOLARWORLD,Solarworld Ene.,Construction Companies,2489
EPACK,Epack Durable,Consumer Durables Companies,2488
IOLCP,IOL Chemicals,Pharmaceuticals & Biotechnology Companies,2477
VIKRAN,Vikran Engg.,Construction Companies,2474
DREDGECORP,Dredging Corpn.,Engineering Services Companies,2466
ALPEXSOLAR,Alpex Solar,Electrical Equipment Companies,2450
HONDAPOWER,Honda India,Industrial Manufacturing Companies,2450
VINCOFE,Vintage Coffee,Commercial Services & Supplies Companies,2446
KRSNAA,Krsnaa Diagnost.,Healthcare Services Companies,2436
SOLARA,Solara Active,Pharmaceuticals & Biotechnology Companies,2435
WINDMACHIN,Windsor Machines,Industrial Manufacturing Companies,2426
GANECOS,Ganesha Ecosphe.,Textiles & Apparels Companies,2426
540199,Corporate Merch,Finance Companies,2423
MONARCH,Monarch Networth,Capital Markets Companies,2423
543619,Concord Control,Industrial Manufacturing Companies,2420
500365,Welspun Special.,Industrial Products Companies,2417
GIPCL,Guj Inds. Power,Power Companies,2410
TAJGVK,TajGVK Hotels,Leisure Services Companies,2402
NUCLEUS,Nucleus Soft.,IT - Software Companies,2396
500147,John Cockerill,Industrial Manufacturing Companies,2393
DALMIASUG,Dalmia Bharat,Agricultural Food & other Products Companies,2391
KALAMANDIR,Sai Silks,Retailing Companies,2389
JTLIND,JTL Industries,Industrial Products Companies,2387
WEL,Wonder Electric.,Consumer Durables Companies,2364
LAOPALA,La Opala RG,Consumer Durables Companies,2361
KPEL,K.P. Energy,Power Companies,2361
PRAKASH,Prakash Industri,Ferrous Metals Companies,2352
KCP,K C P,Cement & Cement Products Companies,2351
504092,Indokem,Chemicals & Petrochemicals Companies,2333
MOREPENLAB,Morepen Labs.,Pharmaceuticals & Biotechnology Companies,2327
INDOCO,Indoco Remedies,Pharmaceuticals & Biotechnology Companies,2322
505504,GHV Infra,Construction Companies,2320
XPROINDIA,XPRO India,Industrial Products Companies,2317
BCG,Brightcom Group,IT - Services Companies,2302
EMSLIMITED,EMS,Other Utilities Companies,2299
MTNL,M T N L,Telecom - Services Companies,2298
AEROFLEX,Aeroflex,Industrial Products Companies,2286
EVEREADY,Eveready Inds.,Household Products Companies,2285
JAICORPLTD,Jai Corp,Industrial Products Companies,2283
SHK,S H Kelkar & Co.,Chemicals & Petrochemicals Companies,2279
RAJRATAN,Rajratan Global,Auto Components Companies,2269
523862,Grand Oak Canyon,Finance Companies,2267
ANANTAM,Anantam Highways,Transport Infrastructure Companies,2264
BFUTILITIE,BF Utilities,Transport Infrastructure Companies,2259
FILATEX,Filatex India,Textiles & Apparels Companies,2257
ANZEN,Anzen IYEP Trust,Power Companies,2256
HATHWAY,Hathway Cable,Entertainment Companies,2248
BEPL,Bhansali Engg.,Chemicals & Petrochemicals Companies,2246
SUMMITSEC,Summit Securitie,Finance Companies,2244
RAMCOSYS,Ramco Systems,IT - Software Companies,2241
543542,Kesar India,Realty Companies,2232
JINDALPOLY,Jindal Poly Film,Industrial Products Companies,2231
GVPIL,GE Power,Electrical Equipment Companies,2224
SGFIN,SG Finserve,Finance Companies,2217
CAPACITE,Capacit'e Infra.,Construction Companies,2216
TCIEXP,TCI Express,Transport Services Companies,2215
ADFFOODS,ADF Foods,Food Products Companies,2214
STEELCAS,Steelcast,Industrial Products Companies,2194
SCILAL,Shipping Land,Finance Companies,2191
EIHAHOTELS,EIH Assoc.Hotels,Leisure Services Companies,2191
KICL,Kalyani Invest.,Finance Companies,2187
HGS,Hinduja Global,Commercial Services & Supplies Companies,2179
544150,KP Green Engg.,Electrical Equipment Companies,2176
SIMPLEXINF,Simplex Infra,Construction Companies,2174
MAYURUNIQ,Mayur Uniquoters,Consumer Durables Companies,2172
TVSINVIT,TVS Infra. Trust,Commercial Services & Supplies Companies,2169
GMBREW,G M Breweries,Beverages Companies,2166
LANDMARK,Landmark Cars,Automobiles Companies,2163
MANGLMCEM,Mangalam Cement,Cement & Cement Products Companies,2157
SYSTMTXC,Systematix Corp.,Capital Markets Companies,2154
UNIPARTS,Uniparts India,Auto Components Companies,2152
CANTABIL,Cantabil Retail,Textiles & Apparels Companies,2150
SHALBY,Shalby,Healthcare Services Companies,2145
INDIANHUME,Indian Hume Pipe,Industrial Manufacturing Companies,2144
RPTECH,Rashi Peripheral,IT - Hardware Companies,2142
SANGAMIND,Sangam India,Textiles & Apparels Companies,2137
PFS,PTC India Fin,Finance Companies,2125
SDBL,Som Distilleries,Beverages Companies,2121
SHRINGARMS,Shringar House,Consumer Durables Companies,2115
STUDDS,Studds Accessor.,Auto Components Companies,2109
PANACEABIO,Panacea Biotec,Pharmaceuticals & Biotechnology Companies,2108
INSECTICID,Insecticid.India,Fertilizers & Agrochemicals Companies,2087
MBEL,M & B Engineer.,Construction Companies,2084
WAAREEINDO,Indosolar,Electrical Equipment Companies,2081
TASTYBITE,Tasty Bite Eat.,Food Products Companies,2075
RML,Rane (Madras),Auto Components Companies,2075
MSPL,MSP Steel & Pow.,Industrial Products Companies,2072
NILKAMAL,Nilkamal Ltd,Consumer Durables Companies,2058
STYLEBAAZA,Baazar Style,Retailing Companies,2056
544291,Rajesh Power,Other Utilities Companies,2048
HINDOILEXP,Hind.Oil Explor.,Oil Companies,2037
SPANDANA,Spandana Sphoort,Finance Companies,2037
WHEELS,Wheels India,Auto Components Companies,2024
RMDRIP,R M Drip & Sprin,Industrial Products Companies,2023
544224,Afcom Holdings,Transport Services Companies,2020
ORIENTHOT,Oriental Hotels,Leisure Services Companies,2007
UEL,Ujaas Energy,Power Companies,2003
