symbol,Symbol,Sector,mcap
GKENERGY,A,GKENERGY----Gkenergy Energy,3534.6
LUXIND,A,LUXIND----Luxind Industries,3518.68
PSPPROJECT,A,PSPPROJECT----Pspproject Projects,3512.78
MBAPL,A,MBAPL----Mbapl B Agro Prod.,3503.76
NSIL,A,NSIL----Nsil Sons Invst,3498.15
JUBLCPL,A,JUBLCPL----Jublcpl Agri,3491.97
SINDHUTRAD,A,SINDHUTRAD----Sindhutrad Trade,3490.89
CYIENTDLM,A,CYIENTDLM----Cyientdlm DLM,3473.86
KOLTEPATIL,A,KOLTEPATIL----Koltepatil Patil Dev.,3470.67
NAVNETEDUL,A,NAVNETEDUL----Navnetedul Educat.,3465.35
SIYSIL,A,SIYSIL----Siysil Silk,3460.28
MSTCLTD,A,MSTCLTD----Mstcltd https,3458.67
MEDIASSIST,A,MEDIASSIST----Mediassist Assist Ser.,3447.78
KSL,A,KSL----Ksl Steels,3440.86
TATVA,A,TATVA----Tatva Chintan,3418.87
ROSSARI,A,ROSSARI----Rossari Biotech,3406.48
RAYMONDREL,A,RAYMONDREL----Raymondrel Realty,3402.29
AGIIL,A,AGIIL----Agiil Infra,3395.24
63MOONS,A,63MOONS----63Moons Tech.,3392.07
MANINDS,A,MANINDS----Maninds Industries,3375.89
STYLAMIND,A,STYLAMIND----Stylamind Industrie,3356.33
KMEW,A,KMEW----Kmew Marine,3351.19
PROTEAN,A,PROTEAN----Protean eGov,3349.59
FOSECOIND,A,FOSECOIND----Fosecoind India,3334.48
JINDWORLD,A,JINDWORLD----Jindworld Worldwide,3333.8
JISLJALEQS,A,JISLJALEQS----Jisljaleqs Irrigation,3328.93
UNIVCABLES,A,UNIVCABLES----Univcables Cables,3319.79
DHANI,A,DHANI----Dhani Services,3316.86
MARINE,A,MARINE----Marine Electric.,3312.73
RAYMOND,A,RAYMOND----Raymond https,3303.68
BBL,A,BBL----Bbl Bijlee,3299.01
NEOGEN,A,NEOGEN----Neogen Chemicals,3274.15
UNICHEMLAB,A,UNICHEMLAB----Unichemlab Labs.,3274.13
PITTIENG,A,PITTIENG----Pittieng Engg.,3270.81
HLEGLAS,A,HLEGLAS----Hleglas Glascoat,3268.67
VISHNU,A,VISHNU----Vishnu Chemicals,3267.32
PRINCEPIPE,A,PRINCEPIPE----Princepipe Pipes,3257.1
BALMLAWRIE,A,BALMLAWRIE----Balmlawrie Lawrie,3250.13
BHAGCHEM,A,BHAGCHEM----Bhagchem Chem.,3249.53
GREENPANEL,A,GREENPANEL----Greenpanel Inds.,3238.52
SGLTL,A,SGLTL----Sgltl Glass,3237.5
KIRIINDUS,A,KIRIINDUS----Kiriindus Industries,3209.76
SABTNL,A,SABTNL----Sabtnl Adhik. Bros.,3192.14
MAHLOG,A,MAHLOG----Mahlog Logis.,3187.12
FLAIR,A,FLAIR----Flair Writing,3167.66
KDDL,A,KDDL----Kddl Ltd,3162.97
GLOBUSSPR,A,GLOBUSSPR----Globusspr Spirits,3158.02
PAISALO,A,PAISALO----Paisalo Digital,3148.77
KKCL,A,KKCL----Kkcl Kir.Cloth.,3137.3
SANDHAR,A,SANDHAR----Sandhar Tech,3131.76
QUESS,A,QUESS----Quess Corp,3127.22
SAMBHV,A,SAMBHV----Sambhv Steel,3121.46
EPACKPEB,A,EPACKPEB----Epackpeb PrefabTech,3112.36
INDOSTAR,A,INDOSTAR----Indostar Capital,3111.48
SSWL,A,SSWL----Sswl Str. Wheel,3111.08
NPST,A,NPST----Npst People,3104.7
KRISHANA,A,KRISHANA----Krishana Phosch.,3102.11
ARKADE,A,ARKADE----Arkade https,3097.42
DEEPINDS,A,DEEPINDS----Deepinds Industries,3071.67
DDEVPLSTIK,A,DDEVPLSTIK----Ddevplstik Plastiks,3070.9
BGRENERGY,A,BGRENERGY----Bgrenergy Energy Sys.,3039.07
ASHIANA,A,ASHIANA----Ashiana Housing,3033.48
ALPEXSOLAR,A,ALPEXSOLAR----Alpexsolar Solar,3027.23
BOMDYEING,A,BOMDYEING----Bomdyeing Dyeing,3008.88
PENIND,A,PENIND----Penind Industrie,2995.15
PREMEXPLN,A,PREMEXPLN----Premexpln Explosives,2990.37
TFCILTD,A,TFCILTD----Tfciltd Fin. Corp.,2989.47
GATEWAY,A,GATEWAY----Gateway Distri,2987.86
GRMOVER,A,GRMOVER----Grmover Overseas,2986.31
BRIGHOTEL,A,BRIGHOTEL----Brighotel Hotel,2984.8
SANGHVIMOV,A,SANGHVIMOV----Sanghvimov Movers,2970.41
ORISSAMINE,A,ORISSAMINE----Orissamine Minerals,2965.1
PARKHOTELS,A,PARKHOTELS----Parkhotels Surrend.,2963.11
SIRCA,A,SIRCA----Sirca Paints,2962.6
CARRARO,A,CARRARO----Carraro India,2944.65
JASH,A,JASH----Jash Engineering,2934.5
TIRUMALCHM,A,TIRUMALCHM----Tirumalchm Chem.,2921.28
RELTD,A,RELTD----Reltd Energy,2909.21
POKARNA,A,POKARNA----Pokarna https,2908.32
CAMLINFINE,A,CAMLINFINE----Camlinfine Fine,2903.51
MUTHOOTMF,A,MUTHOOTMF----Muthootmf Microfin,2898.03
VEEDOL,A,VEEDOL----Veedol Corporat,2893.94
PATELENG,A,PATELENG----Pateleng Engineerin,2890.3
GOCOLORS,A,GOCOLORS----Gocolors Fashion (I),2888.43
SAGCEM,A,SAGCEM----Sagcem Cements,2887.09
UTKARSHBNK,A,UTKARSHBNK----Utkarshbnk Small F.,2882.9
HINDWAREAP,A,HINDWAREAP----Hindwareap Home In,2861.77
RAMCOIND,A,RAMCOIND----Ramcoind Inds.,2849.77
SUNDROP,A,SUNDROP----Sundrop Brands,2840.1
RAMRAT,A,RAMRAT----Ramrat Ratna Wires,2839.51
NOCIL,A,NOCIL----Nocil https,2835.57
FMGOETZE,A,FMGOETZE----Fmgoetze Mogul Go,2834.72
CARYSIL,A,CARYSIL----Carysil https,2822.6
NRBBEARING,A,NRBBEARING----Nrbbearing Bearings,2816.6
FCL,A,FCL----Fcl Chem,2816.35
SAKSOFT,A,SAKSOFT----Saksoft https,2809.99
TCPLPACK,A,TCPLPACK----Tcplpack Packaging,2807.11
ROLEXRINGS,A,ROLEXRINGS----Rolexrings Rings,2792.29
WSTCSTPAPR,A,WSTCSTPAPR----Wstcstpapr Coast Paper,2788.63
MAITHANALL,A,MAITHANALL----Maithanall Alloys,2781.4
YATRA,A,YATRA----Yatra Online,2780.44
IMAGICAA,A,IMAGICAA----Imagicaa Enter.,2780.07
HPL,A,HPL----Hpl Electric,2777.96
TEAMLEASE,A,TEAMLEASE----Teamlease Lease Serv.,2774.5
HIKAL,A,HIKAL----Hikal https,2771.83
VIKRAN,A,VIKRAN----Vikran Engg.,2769.44
PRABHA,A,PRABHA----Prabha Energy,2755.3
ROADSTAR,A,ROADSTAR----Roadstar Infra,2732.86
VIMTALABS,A,VIMTALABS----Vimtalabs Labs,2723.73
POLYPLEX,A,POLYPLEX----Polyplex Corpn,2722.99
VSSL,A,VSSL----Vssl Special,2711.89
ARVSMART,A,ARVSMART----Arvsmart SmartSp.,2703.63
EFCIL,A,EFCIL----Efcil I),2688.52
EASEMYTRIP,A,EASEMYTRIP----Easemytrip Trip Plann.,2684.06
SUNCLAY,A,SUNCLAY----Sunclay Clayton,2683.66
RPSGVENT,A,RPSGVENT----Rpsgvent Ventures,2682.15
IOLCP,A,IOLCP----Iolcp Chemicals,2656.36
VENUSPIPES,A,VENUSPIPES----Venuspipes Pipes,2654.52
KRSNAA,A,KRSNAA----Krsnaa Diagnost.,2653.97
KPEL,A,KPEL----Kpel P. Energy,2653.6
FISCHER,A,FISCHER----Fischer Medical,2647.11
BAJAJHIND,A,BAJAJHIND----Bajajhind Hindusthan,2646.7
ROSSTECH,A,ROSSTECH----Rosstech Techsys,2644.54
SMSPHARMA,A,SMSPHARMA----Smspharma Pharma.,2641.91
GIPCL,A,GIPCL----Gipcl Inds. Power,2629
BCG,A,BCG----Bcg Group,2621.27
REPCOHOME,A,REPCOHOME----Repcohome Home Fin,2579.37
SOLARWORLD,A,SOLARWORLD----Solarworld Ene.,2564.1
DALMIASUG,A,DALMIASUG----Dalmiasug Bharat,2545.97
KALAMANDIR,A,KALAMANDIR----Kalamandir Silks,2544.59
JAICORPLTD,A,JAICORPLTD----Jaicorpltd Corp,2543.07
SBCL,A,SBCL----Sbcl Bimetal,2542.16
ALEMBICLTD,A,ALEMBICLTD----Alembicltd https,2529.31
EMSLIMITED,A,EMSLIMITED----Emslimited https,2524.95
SOTL,A,SOTL----Sotl Oil Tech,2513.61
TAJGVK,A,TAJGVK----Tajgvk Hotels,2512.45
HIRECT,A,HIRECT----Hirect Rectifiers,2499.75
JTLIND,A,JTLIND----Jtlind Industries,2498.2
EPACK,A,EPACK----Epack Durable,2492.36
UGROCAP,A,UGROCAP----Ugrocap Capital,2490.29
HONDAPOWER,A,HONDAPOWER----Hondapower India,2488.4
NUCLEUS,A,NUCLEUS----Nucleus Soft.,2474.91
LAOPALA,A,LAOPALA----Laopala Opala RG,2469.41
DIAMONDYD,A,DIAMONDYD----Diamondyd Snacks,2456.51
MTNL,A,MTNL----Mtnl T N L,2455.79
SHK,A,SHK----Shk H Kelkar & Co.,2453.95
WINDMACHIN,A,WINDMACHIN----Windmachin Machines,2453.78
BFUTILITIE,A,BFUTILITIE----Bfutilitie Utilities,2435.8
AUTOAXLES,A,AUTOAXLES----Autoaxles Axles,2435.69
MONARCH,A,MONARCH----Monarch Networth,2431.29
CAPACITE,A,CAPACITE----Capacite Infra.,2414.98
DREDGECORP,A,DREDGECORP----Dredgecorp Corpn.,2413.19
FILATEX,A,FILATEX----Filatex India,2405.66
MOREPENLAB,A,MOREPENLAB----Morepenlab Labs.,2402.44
XPROINDIA,A,XPROINDIA----Xproindia India,2398.54
SOLARA,A,SOLARA----Solara Active,2395.12
EVEREADY,A,EVEREADY----Eveready Inds.,2392.95
PRAKASH,A,PRAKASH----Prakash Industri,2385.84
INDOCO,A,INDOCO----Indoco Remedies,2377.8
GVPIL,A,GVPIL----Gvpil Power,2361.8
TCIEXP,A,TCIEXP----Tciexp Express,2353.51
GMBREW,A,GMBREW----Gmbrew M Breweries,2351.17
SHALBY,A,SHALBY----Shalby https,2347.87
JINDALPOLY,A,JINDALPOLY----Jindalpoly Poly Film,2330.12
HGS,A,HGS----Hgs Global,2329.46
WAAREEINDO,A,WAAREEINDO----Waareeindo https,2316.91
AEROFLEX,A,AEROFLEX----Aeroflex https,2315.8
FINOPB,A,FINOPB----Finopb Payments,2313.89
HATHWAY,A,HATHWAY----Hathway Cable,2308.24
ADFFOODS,A,ADFFOODS----Adffoods Foods,2304.79
KICL,A,KICL----Kicl Invest.,2301.73
KCP,A,KCP----Kcp C P,2300.75
BEPL,A,BEPL----Bepl Engg.,2296.98
SUMMITSEC,A,SUMMITSEC----Summitsec Securitie,2296.1
SIMPLEXINF,A,SIMPLEXINF----Simplexinf Infra,2285.09
WEL,A,WEL----Wel Electric.,2281.4
SEAMECLTD,A,SEAMECLTD----Seamecltd Ltd,2269.81
RAMCOSYS,A,RAMCOSYS----Ramcosys Systems,2267.13
SDBL,A,SDBL----Sdbl Distilleries,2265.19
SANGAMIND,A,SANGAMIND----Sangamind India,2258.59
PFS,A,PFS----Pfs India Fin,2257.62
ANZEN,A,ANZEN----Anzen IYEP Trust,2256.23
LANDMARK,A,LANDMARK----Landmark Cars,2255.99
ANANTAM,A,ANANTAM----Anantam Highways,2252.89
SCILAL,A,SCILAL----Scilal Land,2249.34
GANECOS,A,GANECOS----Ganecos Ecosphe.,2246.3
MBEL,A,MBEL----Mbel & B Engineer.,2244.23
RAJRATAN,A,RAJRATAN----Rajratan Global,2219.25
SYSTMTXC,A,SYSTMTXC----Systmtxc Corp.,2216.17
STEELCAS,A,STEELCAS----Steelcas https,2210.47
MAYURUNIQ,A,MAYURUNIQ----Mayuruniq Uniquoters,2199.7
SGFIN,A,SGFIN----Sgfin Finserve,2195.55
NILKAMAL,A,NILKAMAL----Nilkamal Ltd,2193.6
EIHAHOTELS,A,EIHAHOTELS----Eihahotels Assoc.Hotels,2192.24
KERNEX,A,KERNEX----Kernex Microsys.,2178.52
STYLEBAAZA,A,STYLEBAAZA----Stylebaaza Style,2176.59
SHRINGARMS,A,SHRINGARMS----Shringarms House,2170.23
STUDDS,A,STUDDS----Studds Accessor.,2168.55
SERVOTECH,A,SERVOTECH----Servotech Renew,2168.11
UNIPARTS,A,UNIPARTS----Uniparts India,2165.45
RPTECH,A,RPTECH----Rptech Peripheral,2164.47
RML,A,RML----Rml Madras),2161.66
DIGITIDE,A,DIGITIDE----Digitide Solutio,2153.79
TVSINVIT,A,TVSINVIT----Tvsinvit Infra. Trust,2149.48
SPANDANA,A,SPANDANA----Spandana Sphoort,2147.09
TASTYBITE,A,TASTYBITE----Tastybite Bite Eat.,2133.02
PANACEABIO,A,PANACEABIO----Panaceabio Biotec,2110.22
INSECTICID,A,INSECTICID----Insecticid India,2107.68
APCOTEXIND,A,APCOTEXIND----Apcotexind Industri,2104.75
DCXINDIA,A,DCXINDIA----Dcxindia Systems,2095.01
WHEELS,A,WHEELS----Wheels India,2093.92
MOLDTKPAC,A,MOLDTKPAC----Moldtkpac Tek Pack.,2091.43
BAJEL,A,BAJEL----Bajel Projects,2089.35
CANTABIL,A,CANTABIL----Cantabil Retail,2083.84
DOLLAR,A,DOLLAR----Dollar Industrie,2082.58
IDEAFORGE,A,IDEAFORGE----Ideaforge Tech,2074.69
HITECH,A,HITECH----Hitech Tech Pipes,2069.72
SOLEX,A,SOLEX----Solex Energy,2067.82
VINCOFE,A,VINCOFE----Vincofe Coffee,2066.96
SASKEN,A,SASKEN----Sasken Technol.,2058.21
ORIENTHOT,A,ORIENTHOT----Orienthot Hotels,2057.92
GOODYEAR,A,GOODYEAR----Goodyear India,2054.39
NOVARTIND,A,NOVARTIND----Novartind India,2052.06
STOVEKRAFT,A,STOVEKRAFT----Stovekraft Kraft,2046.02
RANEHOLDIN,A,RANEHOLDIN----Raneholdin Holdings,2042.44
SULA,A,SULA----Sula Vineyards,2035.61
AIMTRON,A,AIMTRON----Aimtron https,2028.32
GEOJITFSL,A,GEOJITFSL----Geojitfsl Fin. Ser.,2027.25
IPL,A,IPL----Ipl Pesticides,2019.05
VERANDA,A,VERANDA----Veranda Learning,2014.79
AMRUTANJAN,A,AMRUTANJAN----Amrutanjan Healt,2014.19
NDRAUTO,A,NDRAUTO----Ndrauto Auto Compon.,2009.4
YASHO,A,YASHO----Yasho Industries,1989.22
SPAL,A,SPAL----Spal P Apparels,1984.5
PIXTRANS,A,PIXTRANS----Pixtrans Transmission,1983.3
INDIANHUME,A,INDIANHUME----Indianhume Hume Pipe,1979.03
RMDRIP,A,RMDRIP----Rmdrip M Drip & Sprin,1975.42
ACCELYA,A,ACCELYA----Accelya Solution,1970.12
NITCO,A,NITCO----Nitco https,1966.38
GARUDA,A,GARUDA----Garuda Cons,1959.54
MOBIKWIK,A,MOBIKWIK----Mobikwik Mobikwik,1958.14
DCW,A,DCW----Dcw https,1956.62
MANGLMCEM,A,MANGLMCEM----Manglmcem Cement,1948.31
CAPINVIT,A,CAPINVIT----Capinvit Infra,1947.58
MUFIN,A,MUFIN----Mufin Green,1945.65
BLSE,A,BLSE----Blse E-Services,1944.26
GENESYS,A,GENESYS----Genesys Intl.,1942.15
NELCO,A,NELCO----Nelco https,1932.97
MSPL,A,MSPL----Mspl Steel & Pow.,1920.35
COSMOFIRST,A,COSMOFIRST----Cosmofirst First,1917.29
HINDOILEXP,A,HINDOILEXP----Hindoilexp Oil Explor.,1907.24
INDNIPPON,A,INDNIPPON----Indnippon Nipp.Elec.,1899.66
TIL,A,TIL----Til https,1895.83
MUKANDLTD,A,MUKANDLTD----Mukandltd https,1886.8
DIVGIITTS,A,DIVGIITTS----Divgiitts Torq,1885.64
ADOR,A,ADOR----Ador Welding,1880.69
NITINSPIN,A,NITINSPIN----Nitinspin Spinners,1880.56
VENKEYS,A,VENKEYS----Venkeys India),1870.47
DELTACORP,A,DELTACORP----Deltacorp Corp,1845.57
ASTEC,A,ASTEC----Astec Lifescienc,1842.14
RHETAN,A,RHETAN----Rhetan TMT Ltd,1840.81
VIDHIING,A,VIDHIING----Vidhiing Specialty,1837.97
THEJO,A,THEJO----Thejo Engg.,1837.28
PANAMAPET,A,PANAMAPET----Panamapet Petrochem,1830.88
ASALCBR,A,ASALCBR----Asalcbr Alcohols,1815.55
VMARCIND,A,VMARCIND----Vmarcind Marc India,1813.84
INDOTECH,A,INDOTECH----Indotech Tech.Trans.,1811.47
VINDHYATEL,A,VINDHYATEL----Vindhyatel Telelink,1808.17
SALASAR,A,SALASAR----Salasar Techno,1805.65
SPECTRUM,A,SPECTRUM----Spectrum Electr.,1800.43
ALLTIME,A,ALLTIME----Alltime Time Plastic,1797.32
SOMANYCERA,A,SOMANYCERA----Somanycera Ceramics,1796.74
HMT,A,HMT----Hmt https,1789.27
ARMANFIN,A,ARMANFIN----Armanfin Financial,1783.57
SPIC,A,SPIC----Spic P I C,1776.15
MOL,A,MOL----Mol Organi.,1773.34
COOLCAPS,A,COOLCAPS----Coolcaps Caps,1762.9
DYCL,A,DYCL----Dycl Cables,1739.73
SANSTAR,A,SANSTAR----Sanstar https,1738.71
TAC,A,TAC----Tac Infosec,1734.9
TALBROAUTO,A,TALBROAUTO----Talbroauto Auto.,1724.41
SUMEETINDS,A,SUMEETINDS----Sumeetinds Industrie,1717.84
GTLINFRA,A,GTLINFRA----Gtlinfra Infra.,1716.53
MONTECARLO,A,MONTECARLO----Montecarlo Carlo Fas.,1710.37
ANTELOPUS,A,ANTELOPUS----Antelopus Selan,1706.78
PRECAM,A,PRECAM----Precam Camshf,1700.37
JINDRILL,A,JINDRILL----Jindrill Drilling,1697.15
